Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,765,858,886,878,902,913,976,942,1105,983,991,1037,1088
  └─ YOY Sales Growth %,9.10%,4.34%,13.70%,24.41%,18.04%,6.42%,10.18%,7.25%,22.40%,7.69%,1.55%,10.10%,-1.46%
Expenses,707,788,814,804,836,838,905,862,1020,891,900,936,975
  └─ Material Cost %,74%,74%,73%,72%,75%,72%,74%,72%,73%,70%,72%,69%,67%
  └─ Employee Cost %,4%,4%,5%,4%,4%,5%,4%,4%,5%,4%,5%,5%,6%
Operating Profit,58,70,72,74,66,75,71,80,85,92,92,101,113
OPM %,8%,8%,8%,8%,7%,8%,7%,9%,8%,9%,9%,10%,10%
Other Income,2,1,2,1,9,5,18,4,8,4,6,2,9
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,2.43,1.04,1.75,1.46,8.70,4.66,4.33,3.96,8.36,3.56,6.21,1.74,8.73
Interest,15,22,19,21,15,22,17,20,22,28,26,27,25
Depreciation,9,9,9,9,9,10,10,10,14,15,15,17,20
Profit before tax,36,40,46,46,50,48,62,54,57,53,57,59,77
Tax %,23%,29%,24%,31%,26%,25%,25%,23%,27%,25%,25%,25%,27%
Net Profit,28,29,35,32,37,36,47,41,42,40,43,44,56
  └─ Minority share,0,0,0,0,-0,-0,-0,-0,0,0,-0,-0,-2
  └─ Exceptional items AT,0,0,0,0,0,0,10,0,0,0,0,0,0
  └─ Profit excl Excep,28,29,35,32,37,36,36,41,42,40,43,44,56
  └─ Profit for PE,28,29,35,32,37,36,36,41,42,40,42,44,55
  └─ Profit for EPS,28,29,35,32,37,36,46,41,42,40,42,44,55
  └─ YOY Profit Growth %,15%,36%,70%,73%,32%,25%,3%,29%,14%,12%,18%,7%,30%
EPS in Rs,10.26,10.49,12.73,11.20,11.60,10.91,14.11,12.51,12.81,12.08,12.75,13.13,16.41
Raw PDF,,,,,,,,,,,,,
