Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3893,5611,3871,2668,4317,7197,4805,3689,5567,7017,4897,4204,6574
  └─ YOY Sales Growth %,37.68%,13.25%,21.84%,20.48%,10.90%,28.25%,24.14%,38.28%,28.94%,-2.49%,1.91%,13.98%,18.09%
Expenses,3095,4101,2989,2249,3329,5206,3654,3110,4304,5020,3751,3568,5049
  └─ Material Cost %,47.57%,47.52%,44.69%,43.37%,43.72%,45.31%,44.46%,43.92%,45.43%,45.47%,43.28%,44.62%,44.81%
  └─ Employee Cost %,8.71%,6.50%,9.60%,13.92%,9.12%,6.94%,10.68%,12.99%,9.19%,7.83%,11.30%,13.94%,9.42%
Operating Profit,798,1511,882,418,989,1991,1151,579,1263,1998,1146,637,1525
OPM %,20%,27%,23%,16%,23%,28%,24%,16%,23%,28%,23%,15%,23%
Other Income,10,42,19,9,8,44,24,45,28,77,148,99,44
  └─ Other income normal,10.14,41.60,18.51,9.32,8.35,44.03,24.25,44.64,28.06,77.16,148.03,99.11,43.53
Interest,63,69,62,74,94,129,119,109,41,37,45,47,49
Depreciation,172,172,171,166,188,242,257,261,273,306,308,330,357
Profit before tax,573,1311,667,188,716,1663,800,254,978,1732,941,359,1163
Tax %,24%,23%,23%,24%,23%,24%,21%,23%,25%,23%,21%,28%,24%
Net Profit,439,1005,514,144,548,1262,629,196,731,1325,745,260,879
  └─ Minority share,-10,-12,-13,-12,-11,-9,-9,-10,-5,-8,-4,-8,-6
  └─ Profit excl Excep,439,1005,514,144,548,1262,629,196,731,1325,745,260,879
  └─ Profit for PE,429,994,501,132,537,1253,620,185,726,1317,741,252,872
  └─ Profit for EPS,429,994,501,132,537,1253,620,185,726,1317,741,252,872
  └─ YOY Profit Growth %,69%,26%,32%,77%,25%,26%,24%,40%,35%,5%,20%,36%,20%
EPS in Rs,1.32,3.06,1.54,0.41,1.65,3.86,1.91,0.55,2.15,3.89,2.19,0.74,2.58
Raw PDF,,,,,,,,,,,,,
