Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1210,908,741,685,763,640,934,1224,1241,852,1408,943,1988
  └─ YOY Sales Growth %,70%,61%,11%,-21%,-37%,-29%,26%,79%,63%,33%,51%,-23%,60%
Expenses,1094,843,666,611,701,584,856,1157,1147,828,1312,905,1836
  └─ Material Cost %,53%,50%,25%,23%,23%,23%,40%,46%,49%,25%,35%,34%,63%
  └─ Employee Cost %,7%,9%,12%,13%,12%,15%,11%,8%,9%,13%,9%,14%,7%
Operating Profit,116,65,75,74,62,56,77,67,94,24,96,39,152
OPM %,10%,7%,10%,11%,8%,9%,8%,5%,8%,3%,7%,4%,8%
Other Income,30,31,32,29,28,29,32,33,30,49,62,40,42
  └─ Other income normal,30.21,31.33,32.40,28.82,28.39,29.46,31.70,32.79,30.12,49.47,61.71,39.99,42.09
Interest,61,61,64,61,59,54,49,47,45,31,32,30,44
Depreciation,18,18,19,20,21,20,23,23,23,24,26,28,28
Profit before tax,67,17,25,21,11,11,36,29,56,19,99,21,122
Tax %,27%,30%,39%,29%,36%,45%,28%,26%,27%,27%,27%,25%,25%
Net Profit,49,12,15,15,7,6,26,22,41,14,73,15,92
  └─ Profit excl Excep,49,12,15,15,7,6,26,22,41,14,73,15,92
  └─ Profit for PE,49,12,15,15,7,6,26,22,41,14,73,15,92
  └─ Profit for EPS,49,12,15,15,7,6,26,22,41,14,73,15,92
  └─ YOY Profit Growth %,242%,165%,-22%,-53%,-86%,-50%,75%,44%,481%,125%,178%,-29%,125%
EPS in Rs,4.54,1.13,1.40,1.41,0.66,0.57,2.44,2.03,3.82,1.27,6.78,1.44,8.59
Raw PDF,,,,,,,,,,,,,
