Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2.20,2.57,1.97,2.01,1.76,2.46,2.17,1.37,1.73,2.51,2.14,1.50,1.57
  └─ YOY Sales Growth %,-6.78%,1.98%,5.91%,16.86%,-20.00%,-4.28%,10.15%,-31.84%,-1.70%,2.03%,-1.38%,9.49%,-9.25%
Expenses,1.77,2.19,1.81,1.91,2.04,2.18,2.16,3.99,2.42,2.32,1.99,1.95,2.26
  └─ Material Cost %,0.00%,-1.56%,-1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,4.05%,0.00%,0.47%,0.00%,0.00%
  └─ Employee Cost %,18.64%,16.73%,23.86%,24.88%,18.18%,19.51%,22.12%,35.77%,26.01%,17.13%,26.17%,49.33%,22.93%
Operating Profit,0.43,0.38,0.16,0.10,-0.28,0.28,0.01,-2.62,-0.69,0.19,0.15,-0.45,-0.69
OPM %,19.55%,14.79%,8.12%,4.98%,-15.91%,11.38%,0.46%,-191.24%,-39.88%,7.57%,7.01%,-30.00%,-43.95%
Other Income,0.09,0.04,0.02,0.03,0.03,0.02,0.01,-0.16,0.07,0.02,0.02,0.01,0.05
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.09,0.04,0.02,0.03,0.03,0.02,0.01,0.06,0.07,0.02,0.02,0.01,0.05
Interest,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.03,0.02,0.02,-0.02,0.05,0.00
Depreciation,0.10,0.07,0.08,0.10,0.10,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.03
Profit before tax,0.42,0.35,0.10,0.02,-0.35,0.23,-0.05,-2.86,-0.68,0.15,0.15,-0.52,-0.67
Tax %,-35.71%,28.57%,20.00%,50.00%,34.29%,26.09%,-120.00%,0.00%,2.94%,0.00%,0.00%,0.00%,-2.99%
Net Profit,0.58,0.25,0.08,0.02,-0.47,0.17,0.01,-2.86,-0.71,0.15,0.16,-0.52,-0.66
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,0.58,0.25,0.08,0.02,-0.47,0.17,0.01,-2.64,-0.71,0.15,0.16,-0.52,-0.66
  └─ Profit for PE,0.58,0.25,0.08,0.02,-0.47,0.17,0.01,-2.64,-0.71,0.15,0.16,-0.52,-0.66
  └─ Profit for EPS,0.58,0.25,0.08,0.02,-0.47,0.17,0.01,-2.86,-0.71,0.15,0.16,-0.52,-0.66
  └─ YOY Profit Growth %,126.98%,-64.79%,233.33%,100.00%,-181.03%,-32.00%,-87.50%,-13300.00%,-51.06%,-11.76%,1500.00%,80.30%,7.04%
EPS in Rs,0.57,0.25,0.08,0.02,-0.46,0.17,0.01,-2.81,-0.70,0.15,0.16,-0.51,-0.65
Raw PDF,,,,,,,,,,,,,
