Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,43,52,35,52,116,139,207,-7,70,100,54,189,185
  └─ YOY Sales Growth %,90%,117%,46%,66%,168%,170%,486%,-113%,-40%,-28%,-74%,2826%,165%
Expenses,33,17,16,18,98,71,178,21,38,29,31,54,256
  └─ Material Cost %,33%,2%,3%,1%,68%,39%,77%,,29%,11%,21%,11%,131%
  └─ Employee Cost %,2%,1%,2%,1%,1%,1%,0%,,2%,1%,2%,1%,1%
Operating Profit,10,34,19,35,18,68,28,-28,32,71,22,135,-71
OPM %,23%,67%,54%,66%,15%,49%,14%,,45%,71%,42%,71%,-38%
Other Income,2,1,5,6,20,5,27,23,-3,43,13,27,-19
  └─ Other income normal,1.80,0.92,5.03,5.57,20.13,5.16,27.16,23.37,-3.43,42.97,12.66,26.89,-18.54
Interest,2,3,4,7,10,11,15,19,22,23,26,28,29
Depreciation,1,1,1,1,1,2,2,4,3,3,5,3,4
Profit before tax,9,31,19,32,26,60,39,-28,3,87,4,132,-123
Tax %,104%,36%,2%,26%,7%,21%,17%,-24%,-164%,15%,-186%,29%,-25%
Net Profit,-0,20,18,24,24,48,32,-21,7,74,11,94,-92
  └─ Profit excl Excep,-0,20,18,24,24,48,32,-21,7,74,11,94,-92
  └─ Profit for PE,-0,20,18,24,24,48,32,-21,7,74,11,94,-92
  └─ Profit for EPS,-0,20,18,24,24,48,32,-21,7,74,11,94,-92
  └─ YOY Profit Growth %,-100%,21%,-2%,75%,7609%,144%,77%,-189%,-69%,56%,-65%,546%,-1348%
EPS in Rs,-0.02,1.15,1.08,1.40,1.42,2.81,1.90,-1.24,0.43,4.39,0.66,5.53,-5.43
Raw PDF,,,,,,,,,,,,,
