Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,268.72,253.83,273.34,236.71,277.83,293.58,304.56,266.32,315.75,295.48,374.54,293.52,324.19
  └─ YOY Sales Growth %,-15.23%,-13.70%,-11.92%,17.04%,3.39%,15.66%,11.42%,12.51%,13.65%,0.65%,22.98%,10.21%,2.67%
Expenses,259.88,244.03,263.49,228.22,265.43,280.33,293.26,258.76,295.50,277.92,354.18,281.83,318.23
  └─ Material Cost %,75%,74%,74%,74%,74%,74%,75%,75%,73%,72%,76%,75%,77%
  └─ Employee Cost %,13%,14%,14%,15%,14%,15%,14%,15%,13%,15%,12%,14%,13%
Operating Profit,8.84,9.80,9.85,8.49,12.40,13.25,11.30,7.56,20.25,17.56,20.36,11.69,5.96
OPM %,3.29%,3.86%,3.60%,3.59%,4.46%,4.51%,3.71%,2.84%,6.41%,5.94%,5.44%,3.98%,1.84%
Other Income,1.84,2.73,2.11,1.95,2.32,2.36,2.61,2.14,11.24,2.99,1.77,0.78,1.11
  └─ Exceptional items,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.91,-0.00
  └─ Other income normal,1.84,2.73,2.11,1.95,2.32,2.36,2.61,2.14,11.24,2.99,1.77,1.69,1.11
Interest,2.55,2.75,1.33,1.89,2.15,1.84,2.00,1.63,2.11,2.02,2.23,1.65,2.30
Depreciation,5.86,4.85,4.76,4.77,7.47,5.71,5.48,6.07,7.36,5.86,6.03,6.00,6.48
Profit before tax,2.27,4.93,5.87,3.78,5.10,8.06,6.43,2.00,22.02,12.67,13.87,4.82,-1.71
Tax %,29.52%,23.53%,33.22%,29.89%,30.78%,26.55%,25.82%,29.50%,21.80%,25.89%,25.74%,24.07%,-55.56%
Net Profit,1.60,3.77,3.92,2.64,3.54,5.92,4.78,1.40,17.22,9.39,10.30,3.66,-0.76
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0
  └─ Profit excl Excep,2,4,4,3,4,6,5,1,17,9,10,4,-1
  └─ Profit for PE,2,4,4,3,4,6,5,1,17,9,10,4,-1
  └─ Profit for EPS,2,4,4,3,4,6,5,1,17,9,10,4,-1
  └─ YOY Profit Growth %,-88%,20%,-77%,-42%,121%,57%,22%,-47%,386%,59%,115%,211%,-104%
EPS in Rs,0.32,0.76,0.79,0.53,0.71,1.19,0.96,0.28,3.47,1.89,2.07,0.74,-0.15
Raw PDF,,,,,,,,,,,,,
