Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,195,281,242,214,197,242,242,214,202,320,255,247,209
  └─ YOY Sales Growth %,-24.60%,3.40%,-13.07%,-17.77%,0.76%,-13.91%,-0.02%,-0.13%,2.93%,31.91%,5.38%,15.28%,3.10%
Expenses,174,244,207,188,183,215,217,195,177,285,229,217,181
  └─ Material Cost %,61%,65%,59%,59%,62%,61%,61%,60%,57%,67%,61%,58%,51%
  └─ Employee Cost %,11%,8%,9%,10%,12%,10%,10%,11%,12%,8%,10%,10%,14%
Operating Profit,21,38,35,26,13,28,26,19,26,34,26,30,28
OPM %,11%,13%,15%,12%,7%,11%,11%,9%,13%,11%,10%,12%,13%
Other Income,1,0,2,1,0,1,2,0,-4,4,6,-0,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.18,0.00,0.00,-2.08,0.00
  └─ Other income normal,0.92,0.26,1.55,1.30,0.50,0.51,1.69,0.18,0.35,3.71,6.08,2.00,2.33
Interest,7,4,7,7,4,4,5,4,5,4,4,4,5
Depreciation,5,5,6,5,6,6,6,7,7,6,7,7,9
Profit before tax,10,29,25,15,4,18,17,8,10,28,22,19,16
Tax %,69%,26%,27%,27%,32%,26%,25%,28%,32%,25%,15%,26%,32%
Net Profit,3,22,18,11,2,13,12,6,7,21,19,14,11
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.47,0.00,0.00,-1.54,0.00
  └─ Profit excl Excep,3.20,21.86,18.12,11.20,2.41,13.44,12.37,6.07,9.52,20.63,18.54,15.35,10.98
  └─ Profit for PE,3.20,21.86,18.12,11.20,2.41,13.44,12.37,6.07,9.52,20.63,18.54,15.35,10.98
  └─ Profit for EPS,3.20,21.86,18.12,11.20,2.41,13.44,12.37,6.07,7.05,20.63,18.54,13.81,10.98
  └─ YOY Profit Growth %,-83.46%,7.90%,3.07%,-44.17%,-24.69%,-38.52%,-31.73%,-45.80%,295.02%,53.50%,49.88%,152.88%,15.34%
EPS in Rs,2.61,17.83,14.78,9.13,1.97,10.96,10.09,4.95,5.75,16.82,15.12,11.26,8.95
Raw PDF,,,,,,,,,,,,,
