Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,55857,52991,54169,52808,55994,57013,58203,58390,64890,64232,66058,66521,78133
  └─ YOY Sales Growth %,0.17%,-8.66%,-3.57%,-0.65%,0.25%,7.59%,7.45%,10.57%,15.89%,12.66%,13.50%,13.93%,20.41%
Expenses,50530,47277,48557,46943,49314,49510,50320,50807,56054,56326,57092,58530,68119
  └─ Material Cost %,64%,63%,63%,61%,61%,60%,61%,61%,62%,64%,63%,64%,67%
  └─ Employee Cost %,6%,7%,7%,7%,7%,7%,7%,7%,6%,7%,6%,7%,6%
Operating Profit,5327,5714,5612,5865,6680,7503,7883,7583,8836,7906,8966,7991,10014
OPM %,10%,11%,10%,11%,12%,13%,14%,13%,14%,12%,14%,12%,13%
Other Income,354,381,496,281,362,96,561,469,706,604,532,-2061,-3146
  └─ Exceptional items,0,-12,33,0,0,-330,-514,-41,6,0,-182,-2610,-4171
  └─ Other income normal,354,393,463,281,362,426,1075,510,700,604,714,549,1025
Interest,986,992,1034,944,888,859,869,817,874,754,803,881,1042
Depreciation,1856,1786,1843,1874,2018,1892,1932,1939,2118,2080,2155,2220,2375
Profit before tax,2839,3317,3231,3328,4136,4848,5643,5296,6550,5676,6540,2829,3451
Tax %,15%,26%,32%,30%,23%,37%,31%,29%,19%,29%,28%,28%,25%
Net Profit,2411,2454,2196,2331,3174,3074,3909,3735,5284,4004,4741,2049,2597
  └─ Minority share,0,0,0,0,0,0,0,0,-1,0,0,0,0
  └─ Exceptional items AT,0,-9,22,0,0,-209,-356,-27,5,0,-132,-1118,-1514
  └─ Profit excl Excep,2411,2463,2174,2331,3174,3283,4265,3762,5279,4004,4873,3167,4111
  └─ Profit for PE,2411,2463,2174,2331,3174,3283,4265,3762,5278,4004,4873,3167,4111
  └─ Profit for EPS,2411,2454,2196,2331,3174,3074,3909,3735,5283,4004,4741,2049,2597
  └─ YOY Profit Growth %,-41%,-40%,-1%,71%,32%,33%,96%,61%,66%,22%,14%,-16%,-22%
EPS in Rs,10.73,10.92,9.77,10.37,14.12,13.68,17.39,16.62,23.51,17.82,21.10,9.12,11.56
Raw PDF,,,,,,,,,,,,,
