Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,25.22,22.40,24.13,23.42,23.09,24.57,26.16,26.07,24.20,24.44,24.34,24.32,25.43
  └─ YOY Sales Growth %,7.69%,-3.03%,9.63%,6.12%,-8.45%,9.69%,8.41%,11.32%,4.81%,-0.53%,-6.96%,-6.71%,5.08%
Expenses,14.84,13.52,32.77,12.22,17.24,12.12,13.60,14.99,20.94,12.39,15.28,12.59,14.10
  └─ Material Cost %,12.49%,0.00%,0.70%,1.45%,0.00%,0.00%,0.00%,5.64%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,12.01%,10.36%,11.23%,12.94%,16.11%,11.64%,11.20%,10.24%,12.64%,9.17%,9.45%,9.42%,14.04%
Operating Profit,10.38,8.88,-8.64,11.20,5.85,12.45,12.56,11.08,3.26,12.05,9.06,11.73,11.33
OPM %,41.16%,39.64%,-35.81%,47.82%,25.34%,50.67%,48.01%,42.50%,13.47%,49.30%,37.22%,48.23%,44.55%
Other Income,-14.83,10.92,1.65,1.43,2.22,77.84,1.45,2.79,-17.23,2.30,5.83,2.68,2.46
  └─ Exceptional items,-20.91,0.00,0.00,0.00,0.00,76.06,0.00,0.00,-19.00,0.00,0.00,0.00,0.00
  └─ Other income normal,6.08,10.92,1.65,1.43,2.22,1.78,1.45,2.79,1.77,2.30,5.83,2.68,2.46
Interest,4.39,4.22,4.09,3.90,3.65,3.40,3.23,3.07,2.64,4.81,4.65,4.37,4.10
Depreciation,4.46,3.43,3.43,3.43,3.45,3.46,3.47,3.45,3.45,8.14,8.15,8.15,8.15
Profit before tax,-13.30,12.15,-14.51,5.30,0.97,83.43,7.31,7.35,-20.06,1.40,2.09,1.89,1.54
Tax %,68.12%,26.34%,7.86%,20.19%,690.72%,1.41%,16.96%,17.41%,48.40%,-5.71%,-15.31%,4.76%,-27.27%
Net Profit,-22.35,8.95,-15.65,4.22,-5.72,82.23,6.08,6.07,-29.78,1.47,2.41,1.81,1.96
  └─ Minority share,1,0,0,1,1,0,1,0,0,0,0,0,-0
  └─ Exceptional items AT,-12,0,0,0,0,75,0,0,-10,0,0,0,0
  └─ Profit excl Excep,-10,9,-16,4,-6,7,6,6,-20,1,2,2,2
  └─ Profit for PE,-10,9,-15,5,-5,8,7,6,-20,2,3,2,2
  └─ Profit for EPS,-22,9,-15,5,-5,83,7,6,-30,2,3,2,2
  └─ YOY Profit Growth %,16%,68%,-634%,11%,52%,-18%,143%,36%,-304%,-79%,-59%,-70%,109%
EPS in Rs,-3.76,1.61,-2.65,0.82,-0.85,14.34,1.15,1.06,-4.87,0.26,0.44,0.32,0.29
Raw PDF,,,,,,,,,,,,,
