Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,471,446,375,447,497,386,296,378,478,424,386,410,447
  └─ YOY Sales Growth %,9.74%,10.72%,14.09%,0.97%,5.53%,-13.52%,-20.96%,-15.49%,-3.91%,9.79%,30.16%,8.66%,-6.57%
Expenses,442,415,364,404,453,363,336,370,425,389,395,409,420
  └─ Material Cost %,14.19%,16.73%,14.31%,16.69%,17.07%,10.01%,14.43%,23.12%,21.13%,17.62%,21.13%,24.63%,19.06%
  └─ Employee Cost %,5.33%,6.27%,6.99%,6.23%,6.06%,7.35%,10.39%,7.86%,6.50%,7.02%,9.07%,6.78%,5.97%
Operating Profit,30,31,11,43,45,23,-40,8,53,35,-10,1,26
OPM %,6%,7%,3%,10%,9%,6%,-13%,2%,11%,8%,-3%,0%,6%
Other Income,3,-1,3,-11,25,5,4,3,13,5,5,-2,1
  └─ Exceptional items,0.00,-4.27,-0.69,-15.39,0.00,0.00,0.00,0.00,8.98,0.00,0.00,-6.56,-3.56
  └─ Other income normal,3.35,3.40,3.33,4.15,24.65,5.14,4.38,3.27,4.39,5.09,4.77,4.63,4.12
Interest,2,2,2,2,2,3,4,4,2,3,2,3,2
Depreciation,10,10,10,10,17,10,10,11,11,11,10,11,12
Profit before tax,21,19,1,20,50,15,-50,-3,53,27,-18,-15,13
Tax %,33%,35%,-4%,37%,38%,33%,-37%,33%,38%,37%,-37%,-32%,-48%
Net Profit,14,12,1,13,31,10,-31,-4,33,17,-11,-10,19
  └─ Exceptional items AT,0.00,-2.78,0.85,-9.73,0.00,0.00,0.00,0.00,5.59,0.00,0.00,-6.56,-2.79
  └─ Profit excl Excep,14.31,15.00,-0.12,22.30,31.08,9.86,-31.43,-4.36,27.32,16.85,-10.98,-3.73,21.62
  └─ Profit for PE,14.31,15.00,-0.12,22.30,31.08,9.86,-31.43,-4.36,27.32,16.85,-10.98,-3.73,21.62
  └─ Profit for EPS,14.31,12.22,0.73,12.57,31.08,9.86,-31.43,-4.36,32.91,16.85,-10.98,-10.29,18.83
  └─ YOY Profit Growth %,635.96%,235.57%,99.68%,899.28%,117.19%,-34.27%,-26091.67%,-119.55%,-12.10%,70.89%,65.07%,14.45%,-20.86%
EPS in Rs,2.03,1.10,0.07,1.13,2.80,0.89,-2.83,-0.39,2.96,1.51,-0.99,-0.92,1.69
Raw PDF,,,,,,,,,,,,,
