Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,38.67,41.94,43.54,46.50,47.32,43.05,44.74,45.14,29.61,43.04,47.17,46.91,60.65
  └─ YOY Sales Growth %,70%,27%,30%,31%,22%,3%,3%,-3%,-37%,-0%,5%,4%,105%
Expenses,32.18,34.99,38.89,41.60,41.57,39.60,39.43,38.43,31.22,38.43,42.01,42.53,55.22
  └─ Material Cost %,56%,50%,53%,54%,50%,56%,55%,49%,46%,53%,49%,51%,53%
  └─ Employee Cost %,14%,16%,16%,17%,18%,18%,17%,18%,28%,19%,19%,18%,16%
Operating Profit,6.49,6.95,4.65,4.90,5.75,3.45,5.31,6.71,-1.61,4.61,5.16,4.38,5.43
OPM %,16.78%,16.57%,10.68%,10.54%,12.15%,8.01%,11.87%,14.86%,-5.44%,10.71%,10.94%,9.34%,8.95%
Other Income,0.35,0.38,0.55,0.83,0.57,0.59,0.29,0.14,5.23,0.47,0.37,0.53,1.74
  └─ Other income normal,0.35,0.38,0.55,0.83,0.57,0.59,0.29,0.14,5.23,0.47,0.37,0.53,1.74
Interest,0.86,0.96,0.91,0.65,1.89,0.71,1.04,0.76,0.65,1.15,0.99,0.97,0.38
Depreciation,1.62,1.69,1.82,1.80,1.77,1.77,2.61,2.21,0.48,1.80,1.86,1.83,1.73
Profit before tax,4.36,4.68,2.47,3.28,2.66,1.56,1.95,3.88,2.49,2.13,2.68,2.11,5.06
Tax %,13.53%,15.81%,39.68%,38.11%,22.93%,48.72%,53.85%,24.74%,25.30%,24.88%,21.27%,22.27%,12.06%
Net Profit,3.77,3.95,1.47,2.03,2.04,0.80,0.91,2.92,1.87,1.60,2.12,1.64,4.45
  └─ Minority share,0,0,0,0,0,1,1,1,1,1,1,1,-1
  └─ Profit excl Excep,4,4,1,2,2,1,1,3,2,2,2,2,4
  └─ Profit for PE,4,4,2,2,2,1,1,3,2,2,3,2,4
  └─ Profit for EPS,4,4,2,2,2,1,1,3,2,2,3,2,4
  └─ YOY Profit Growth %,41%,16%,-58%,-36%,-45%,-68%,-3%,45%,14%,59%,83%,-37%,60%
EPS in Rs,3.07,3.30,1.19,1.90,1.68,1.06,1.15,2.73,1.90,1.59,1.97,1.61,2.85
Raw PDF,,,,,,,,,,,,,
