Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,88.16,94.72,93.70,70.83,82.58,88.80,85.77,80.65,101.66,114.61,116.45,113.43,138.46
  └─ YOY Sales Growth %,54.67%,-1.33%,-6.34%,-8.98%,-6.33%,-6.25%,-8.46%,13.86%,23.10%,29.07%,35.77%,40.64%,36.20%
Expenses,79.25,82.72,81.49,59.21,71.19,74.38,70.75,67.27,87.33,97.17,97.83,95.09,121.81
  └─ Material Cost %,64%,63%,62%,51%,52%,52%,46%,47%,51%,52%,50%,49%,56%
  └─ Employee Cost %,6%,6%,6%,10%,11%,9%,10%,10%,9%,8%,9%,9%,8%
Operating Profit,8.91,12.00,12.21,11.62,11.39,14.42,15.02,13.38,14.33,17.44,18.62,18.34,16.65
OPM %,10.11%,12.67%,13.03%,16.41%,13.79%,16.24%,17.51%,16.59%,14.10%,15.22%,15.99%,16.17%,12.03%
Other Income,0.47,0.24,0.23,0.32,0.80,0.16,7.84,0.43,1.01,0.32,0.72,0.21,0.77
  └─ Other income normal,0.47,0.24,0.23,0.32,0.80,0.16,7.84,0.43,1.01,0.32,0.72,0.21,0.77
Interest,2.36,2.31,2.49,3.14,4.48,3.52,4.16,3.61,4.75,5.12,5.60,5.59,5.80
Depreciation,3.08,3.07,3.03,3.91,4.19,4.81,5.44,4.84,4.65,4.79,5.12,4.94,5.12
Profit before tax,3.94,6.86,6.92,4.89,3.52,6.25,13.26,5.36,5.94,7.85,8.62,8.02,6.50
Tax %,31.47%,23.03%,31.36%,18.40%,26.42%,28.48%,20.21%,17.35%,25.42%,22.29%,23.32%,28.55%,26.62%
Net Profit,2.70,5.29,4.75,3.98,2.59,4.48,10.58,4.42,4.43,6.09,6.61,5.73,4.77
  └─ Minority share,-0.81,-1.58,-0.97,-1.01,-0.66,-1.14,-0.48,-1.29,-1.29,-0.59,-0.66,-0.49,-0.40
  └─ Profit excl Excep,2.70,5.29,4.75,3.98,2.59,4.48,10.58,4.42,4.43,6.09,6.61,5.73,4.77
  └─ Profit for PE,1.89,3.71,3.78,2.97,1.93,3.34,10.10,3.13,3.14,5.50,5.95,5.24,4.37
  └─ Profit for EPS,1.89,3.71,3.78,2.97,1.93,3.34,10.10,3.13,3.14,5.50,5.95,5.24,4.37
  └─ YOY Profit Growth %,-16.00%,-27.68%,-24.40%,6.07%,2.12%,-9.97%,167.20%,5.39%,62.69%,64.67%,-41.09%,67.41%,39.17%
EPS in Rs,0.21,0.42,0.43,0.19,0.12,0.21,0.61,0.19,0.19,0.33,0.36,0.31,0.26
Raw PDF,,,,,,,,,,,,,
