Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,6860,7026,9059,7770,5557,6747,9330,8720,6811,8724,11624,10312,7882
  └─ YOY Sales Growth %,21.08%,-1.68%,-20.01%,-21.62%,-19.00%,-3.98%,2.99%,12.23%,22.57%,29.30%,24.59%,18.25%,15.73%
Expenses,6245,6363,8006,7358,5098,6279,8372,8027,6298,7918,10427,9477,7271
  └─ Material Cost %,76%,76%,77%,81%,73%,78%,77%,78%,73%,77%,78%,78%,74%
  └─ Employee Cost %,3%,3%,3%,3%,4%,4%,3%,3%,4%,3%,3%,3%,4%
Operating Profit,615,664,1053,412,459,468,959,694,513,805,1198,835,611
OPM %,9%,9%,12%,5%,8%,7%,10%,8%,8%,9%,10%,8%,8%
Other Income,5,-11,151,41,123,60,69,117,459,90,151,60,-430
  └─ Exceptional items,0,0,0,0,0,0,0,0,347,0,0,0,-478
  └─ Other income normal,5,-11,151,41,123,60,69,117,112,90,151,60,49
Interest,87,82,74,53,86,84,94,99,96,104,129,103,119
Depreciation,105,94,101,112,113,117,123,130,142,176,158,204,226
Profit before tax,428,477,1029,288,382,327,811,582,735,615,1062,588,-162
Tax %,33%,32%,24%,25%,23%,31%,27%,29%,27%,25%,28%,26%,77%
Net Profit,287,325,782,217,294,226,592,416,539,464,766,437,-287
  └─ Minority share,-108,-216,-330,-98,-74,-135,-286,-221,-253,-218,-342,-205,-46
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,255,0,0,0,-347
  └─ Profit excl Excep,287,325,782,217,294,226,592,416,285,464,766,437,60
  └─ Profit for PE,179,109,452,118,220,91,306,195,151,246,424,232,14
  └─ Profit for EPS,179,109,452,118,220,91,306,195,287,246,424,232,-333
  └─ YOY Profit Growth %,-41%,-58%,87%,-53%,23%,-16%,-32%,65%,-31%,170%,39%,19%,-91%
EPS in Rs,10.08,6.13,25.48,6.66,12.41,5.14,17.21,10.97,16.12,13.85,23.86,13.05,-18.74
Raw PDF,,,,,,,,,,,,,
