Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1872,1685,1919,1869,2004,2012,1828,1780,1701,1558,1396,1472,1493
  └─ YOY Sales Growth %,18.73%,-4.65%,7.58%,0.95%,7.04%,19.40%,-4.77%,-4.80%,-15.15%,-22.58%,-23.64%,-17.29%,-12.23%
Expenses,1680,1525,1619,1463,1693,1658,1560,1525,1541,1387,1303,1438,1431
  └─ Material Cost %,55%,55%,51%,46%,49%,51%,50%,48%,49%,49%,51%,60%,55%
  └─ Employee Cost %,6%,7%,7%,6%,6%,6%,8%,8%,8%,9%,11%,9%,11%
Operating Profit,193,160,300,406,311,354,268,255,160,170,93,34,62
OPM %,10%,10%,16%,22%,16%,18%,15%,14%,9%,11%,7%,2%,4%
Other Income,36,27,18,23,34,24,21,39,39,28,95,16,37
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.38,0.00
  └─ Other income normal,36.29,26.99,18.18,22.78,34.30,24.11,21.15,39.21,38.65,27.99,95.16,53.95,37.48
Interest,77,57,57,53,52,41,40,45,35,36,38,37,32
Depreciation,31,30,30,30,34,32,36,37,37,41,43,45,44
Profit before tax,121,100,231,346,260,305,212,213,126,121,107,-32,23
Tax %,26%,25%,24%,24%,13%,26%,27%,25%,-33%,27%,27%,-31%,29%
Net Profit,89,75,175,263,227,226,155,160,168,89,78,-22,16
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-38,0
  └─ Profit excl Excep,89,75,175,263,227,226,155,160,168,89,78,17,16
  └─ Profit for PE,89,75,175,263,227,226,155,160,168,89,78,16,16
  └─ Profit for EPS,89,75,175,263,227,226,155,160,168,89,78,-22,16
  └─ YOY Profit Growth %,-21%,-21%,230%,236%,154%,202%,-11%,-39%,-26%,-61%,-50%,-90%,-91%
EPS in Rs,1.50,1.26,2.94,4.43,3.67,3.65,2.51,2.59,2.72,1.44,1.27,-0.35,0.26
Raw PDF,,,,,,,,,,,,,
