Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,116,116,124,132,147,115,120,115,131,134,154,135,149
  └─ YOY Sales Growth %,31.96%,30.95%,28.07%,25.20%,26.20%,-1.08%,-3.46%,-12.75%,-10.50%,16.95%,28.28%,17.16%,13.13%
Interest,38,44,46,51,55,53,53,57,61,62,58,59,59
Expenses,45,40,50,53,49,30,38,33,40,39,52,39,43
  └─ Employee Cost %,21.20%,21.67%,18.37%,20.17%,15.34%,15.15%,21.31%,19.79%,17.09%,17.14%,17.39%,17.67%,17.05%
Financing Profit,33,32,29,28,42,32,29,25,31,34,43,37,47
Financing Margin %,28%,27%,23%,21%,29%,28%,24%,22%,24%,26%,28%,28%,32%
Other Income,0,0,0,0,0,1,0,0,2,0,0,0,0
  └─ Other income normal,0.28,0.23,0.08,0.12,0.08,0.72,0.07,0.05,1.83,0.11,0.34,0.31,0.39
Depreciation,2,2,2,2,2,2,3,3,2,3,2,2,2
Profit before tax,31,30,27,26,40,30,26,23,30,32,41,35,45
Tax %,21%,25%,26%,23%,25%,25%,23%,24%,12%,25%,25%,26%,27%
Net Profit,25,22,20,20,30,23,20,17,27,24,31,26,33
  └─ Minority share,-0.23,-0.18,-0.19,-0.19,-0.26,-0.22,-0.23,-0.77,-1.18,-0.81,-0.78,-1.00,-1.10
  └─ Profit excl Excep,24.77,22.47,19.84,20.00,30.21,22.92,20.08,17.27,26.86,23.91,30.91,26.03,33.20
  └─ Profit for PE,24.54,22.29,19.65,19.81,29.95,22.70,19.85,16.50,25.68,23.10,30.13,25.03,32.10
  └─ Profit for EPS,24.54,22.29,19.65,19.81,29.95,22.70,19.85,16.50,25.68,23.10,30.13,25.03,32.10
  └─ YOY Profit Growth %,13.51%,7.06%,-3.34%,-9.75%,22.05%,1.84%,1.02%,-16.71%,-14.26%,1.76%,51.79%,51.70%,25.00%
EPS in Rs,37.18,33.77,29.77,30.02,45.38,34.39,30.08,25.00,38.91,35.00,45.65,37.92,48.64
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
