Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,256,411,289,174,251,464,296,204,275,506,341,239,416
  └─ YOY Sales Growth %,20%,5%,8%,22%,-2%,13%,2%,17%,9%,9%,16%,17%,51%
Expenses,208,307,230,163,206,351,235,178,236,406,290,227,331
  └─ Material Cost %,51.39%,53.03%,49.91%,52.24%,47.76%,51.08%,47.58%,47.13%,47.72%,54.59%,50.99%,45.21%,46.23%
  └─ Employee Cost %,9.52%,7.20%,9.37%,12.93%,12.87%,7.86%,10.60%,14.75%,13.30%,7.31%,10.60%,20.84%,10.99%
Operating Profit,49,104,59,11,46,113,61,26,39,100,51,11,85
OPM %,19%,25%,20%,6%,18%,24%,20%,13%,14%,20%,15%,5%,20%
Other Income,2,2,4,4,3,4,5,4,3,5,7,4,7
  └─ Other income normal,2.41,1.60,4.37,3.84,2.69,4.15,5.41,4.49,2.74,4.52,7.32,4.37,6.91
Interest,5,6,4,4,4,4,3,3,4,4,4,4,5
Depreciation,8,9,9,8,9,11,11,10,11,12,12,12,14
Profit before tax,38,92,50,3,35,103,52,17,27,89,43,-0,73
Tax %,24%,23%,24%,-210%,21%,25%,25%,31%,19%,25%,23%,150%,25%
Net Profit,29,71,38,9,28,77,39,12,22,67,33,-0,55
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,29,71,38,9,28,77,39,12,22,67,33,-0,55
  └─ Profit for PE,29,71,38,9,28,77,39,12,22,67,33,-0,55
  └─ Profit for EPS,29,71,38,9,28,77,39,12,22,67,33,-0,55
  └─ YOY Profit Growth %,33%,44%,39%,199%,-4%,9%,2%,29%,-20%,-13%,-14%,-101%,149%
EPS in Rs,40.04,98.81,52.94,12.86,38.45,107.71,54.23,16.60,30.61,93.19,46.50,-0.22,76.32
Raw PDF,,,,,,,,,,,,,
