Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,895,943,926,966,981,934,997,1022,1086,1060,1124,1193,1205
  └─ YOY Sales Growth %,16.20%,10.23%,4.19%,8.18%,9.62%,-0.90%,7.68%,5.81%,10.64%,13.45%,12.74%,16.82%,10.95%
Expenses,247,234,220,228,234,230,370,258,776,239,256,277,302
  └─ Material Cost %,1.13%,1.12%,1.07%,1.13%,1.02%,1.07%,1.18%,1.23%,1.04%,1.04%,0.95%,1.11%,0.99%
  └─ Employee Cost %,2.15%,1.71%,1.69%,1.19%,1.53%,1.64%,1.67%,1.55%,1.42%,1.66%,1.42%,1.47%,1.34%
Operating Profit,649,709,706,738,747,704,628,763,310,821,868,917,903
OPM %,72%,75%,76%,76%,76%,75%,63%,75%,29%,77%,77%,77%,75%
Other Income,29,43,32,45,42,71,84,58,44,48,64,228,46
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.01,0.00
  └─ Other income normal,29.10,43.36,32.04,44.75,41.59,71.30,84.27,57.97,44.35,47.68,64.28,51.03,45.65
Interest,254,255,262,278,292,309,328,344,347,372,384,365,374
Depreciation,347,229,236,252,168,266,278,295,302,290,296,291,390
Profit before tax,77,268,240,253,328,200,106,182,-295,207,252,489,185
Tax %,54%,13%,10%,9%,14%,11%,-1348%,13%,-18%,25%,8%,22%,333%
Net Profit,35,234,217,230,283,179,1530,158,-243,155,232,381,-430
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,133,0
  └─ Profit excl Excep,35,234,217,230,283,179,1530,158,-243,155,232,248,-430
  └─ Profit for PE,35,234,217,230,283,179,1530,158,-243,155,232,248,-430
  └─ Profit for EPS,35,234,217,230,283,179,1530,158,-243,155,232,381,-430
  └─ YOY Profit Growth %,-87%,31%,69%,41%,699%,-24%,606%,-31%,-186%,-13%,-85%,57%,-77%
EPS in Rs,0.37,2.47,2.29,2.43,2.99,1.89,16.14,1.67,-2.56,1.64,2.45,4.02,-4.54
Raw PDF,,,,,,,,,,,,,
