Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,327.34,204.46,159.21,206.54,233.52,196.23,199.80,294.79,387.08,221.18,225.63,249.40,253.08
  └─ YOY Sales Growth %,50.21%,1.61%,-26.75%,-18.69%,-28.66%,-4.03%,25.49%,42.73%,65.76%,12.71%,12.93%,-15.40%,-34.62%
Expenses,277.85,189.92,151.93,186.37,213.53,180.50,185.42,275.01,349.59,208.42,209.96,236.44,242.53
  └─ Material Cost %,75%,79%,86%,83%,83%,81%,84%,85%,87%,86%,87%,87%,87%
  └─ Employee Cost %,5%,10%,6%,4%,3%,6%,4%,3%,2%,5%,3%,4%,3%
Operating Profit,49.49,14.54,7.28,20.17,19.99,15.73,14.38,19.78,37.49,12.76,15.67,12.96,10.55
OPM %,15.12%,7.11%,4.57%,9.77%,8.56%,8.02%,7.20%,6.71%,9.69%,5.77%,6.94%,5.20%,4.17%
Other Income,8.47,4.07,18.28,3.89,8.16,2.31,4.62,77.74,5.71,20.78,4.09,4.47,5.85
  └─ Exceptional items,0.00,0.00,1.07,2.32,2.25,0.44,2.35,73.95,1.11,0.00,0.00,0.00,0.00
  └─ Other income normal,8.47,4.07,17.21,1.57,5.91,1.87,2.27,3.79,4.60,20.78,4.09,4.47,5.85
Interest,3.06,3.20,3.24,4.09,3.38,4.20,5.27,4.63,4.78,4.96,3.07,5.76,2.41
Depreciation,3.29,3.11,1.65,1.41,1.50,1.33,1.44,1.55,1.57,1.53,1.30,1.57,1.45
Profit before tax,51.61,12.30,20.67,18.56,23.27,12.51,12.29,91.34,36.85,27.05,15.39,10.10,12.54
Tax %,3.88%,3.25%,0.00%,0.00%,27.72%,23.26%,16.11%,17.27%,5.64%,16.93%,25.73%,8.12%,54.39%
Net Profit,49.61,11.90,20.67,18.56,16.82,9.60,10.31,75.57,34.77,22.47,11.43,9.28,5.72
  └─ Exceptional items AT,0,0,1,2,2,0,2,61,1,0,0,0,0
  └─ Profit excl Excep,50,12,20,16,15,9,8,14,34,22,11,9,6
  └─ Profit for PE,50,12,20,16,15,9,8,14,34,22,11,9,6
  └─ Profit for EPS,50,12,21,19,17,10,10,76,35,22,11,9,6
  └─ YOY Profit Growth %,358%,10%,-14%,-1%,-71%,-23%,-59%,-11%,131%,145%,44%,-36%,-83%
EPS in Rs,2.28,0.55,0.95,0.84,0.76,0.43,0.46,3.34,1.54,0.99,0.51,0.41,0.25
Raw PDF,,,,,,,,,,,,,
