Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,33,38,43,40,41,52,58,52,35,30,23,15,15
  └─ YOY Sales Growth %,43%,47%,41%,16%,26%,37%,35%,30%,-15%,-42%,-60%,-71%,-59%
Interest,15,17,18,21,23,26,27,25,21,20,20,14,21
Expenses,15,17,20,22,24,22,26,25,71,36,48,52,19
  └─ Employee Cost %,22.30%,23.49%,24.29%,29.13%,28.88%,23.66%,20.78%,24.12%,31.07%,32.65%,41.87%,35.43%,33.88%
Financing Profit,3,3,4,-3,-5,4,4,2,-56,-26,-45,-51,-25
Financing Margin %,9%,9%,10%,-7%,-12%,7%,7%,4%,-159%,-86%,-199%,-340%,-174%
Other Income,0,0,0,9,12,0,1,1,1,12,2,1,1
  └─ Other income normal,0.03,0.00,0.24,9.17,11.54,0.37,0.66,1.08,0.73,11.97,1.81,0.71,0.67
Depreciation,2,2,2,3,2,2,2,2,21,2,2,2,2
Profit before tax,1,1,3,3,4,2,3,1,-76,-16,-46,-52,-26
Tax %,47%,29%,47%,13%,-39%,35%,61%,-25%,-11%,-42%,-28%,-19%,-27%
Net Profit,0,1,1,3,6,1,1,1,-68,-9,-33,-42,-19
  └─ Profit excl Excep,0,1,1,3,6,1,1,1,-68,-9,-33,-42,-19
  └─ Profit for PE,0,1,1,3,6,1,1,1,-68,-9,-33,-42,-19
  └─ Profit for EPS,0,1,1,3,6,1,1,1,-68,-9,-33,-42,-19
  └─ YOY Profit Growth %,367%,807%,404%,9400%,1085%,13%,-26%,-66%,-1290%,-858%,-3356%,-4522%,72%
EPS in Rs,0.04,0.09,0.12,0.24,0.49,0.10,0.09,0.08,-5.79,-0.77,-2.77,-3.57,-1.61
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
