Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,42.46,27.86,35.05,35.27,33.40,33.86,36.75,40.71,70.06,39.45,42.79,37.81,41.25
  └─ YOY Sales Growth %,35.79%,-27.22%,-35.47%,-27.84%,-21.34%,21.54%,4.85%,15.42%,109.76%,16.51%,16.44%,-7.12%,-41.12%
Expenses,37.38,28.44,33.42,32.82,30.61,31.92,35.04,37.97,61.99,38.17,41.00,38.10,40.57
  └─ Material Cost %,61%,61%,60%,58%,59%,61%,63%,63%,67%,64%,66%,67%,69%
  └─ Employee Cost %,9%,17%,14%,14%,16%,16%,15%,14%,9%,16%,15%,17%,15%
Operating Profit,5.08,-0.58,1.63,2.45,2.79,1.94,1.71,2.74,8.07,1.28,1.79,-0.29,0.68
OPM %,11.96%,-2.08%,4.65%,6.95%,8.35%,5.73%,4.65%,6.73%,11.52%,3.24%,4.18%,-0.77%,1.65%
Other Income,1.32,0.98,21.47,0.66,1.26,0.66,1.12,2.80,1.41,0.79,1.64,0.83,1.19
  └─ Exceptional items,0.00,0.00,20.58,0.00,0.00,0.00,0.00,1.53,0.00,0.00,0.00,-0.20,0.00
  └─ Other income normal,1.32,0.98,0.89,0.66,1.26,0.66,1.12,1.27,1.41,0.79,1.64,1.03,1.19
Interest,1.06,1.18,0.97,0.47,0.44,0.47,0.50,0.45,0.41,0.24,0.24,0.25,0.22
Depreciation,2.16,2.29,2.30,2.35,2.29,2.49,2.58,2.54,2.54,2.52,2.55,2.51,2.55
Profit before tax,3.18,-3.07,19.83,0.29,1.32,-0.36,-0.25,2.55,6.53,-0.69,0.64,-2.22,-0.90
Tax %,114.47%,-4.89%,25.26%,-103.45%,24.24%,-25.00%,48.00%,25.10%,24.81%,-26.09%,153.12%,-32.43%,-1.11%
Net Profit,0.57,-2.90,14.60,1.11,1.09,0.43,-0.23,2.62,6.20,0.02,0.01,-0.86,0.09
  └─ Profit from Associates,1,0,-0,1,0,1,0,1,1,1,0,1,1
  └─ Exceptional items AT,0,0,16,0,0,0,0,1,0,0,0,-0,0
  └─ Profit excl Excep,1,-3,-1,1,1,0,-0,1,6,0,0,-1,0
  └─ Profit for PE,1,-3,-1,1,1,0,-0,1,6,0,0,-1,0
  └─ Profit for EPS,1,-3,15,1,1,0,-0,3,6,0,0,-1,0
  └─ YOY Profit Growth %,111%,-50%,-120%,-82%,91%,115%,76%,32%,469%,-95%,104%,-145%,-99%
EPS in Rs,0.76,-3.89,19.59,1.49,1.46,0.58,-0.31,3.52,8.32,0.03,0.01,-1.15,0.12
Raw PDF,,,,,,,,,,,,,
