Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,8929,10312,10838,12165,11555,11932,13247,13169,12646,13133,15735,16204,17832
  └─ YOY Sales Growth %,11.97%,28.82%,6.23%,30.55%,29.41%,15.71%,22.23%,8.25%,9.45%,10.07%,18.78%,23.05%,41.01%
Expenses,7272,8380,8708,9750,9271,9562,11174,10418,10289,10340,12906,12475,14757
  └─ Material Cost %,70%,72%,71%,71%,70%,70%,70%,70%,67%,67%,67%,66%,69%
  └─ Employee Cost %,4%,4%,4%,3%,4%,4%,4%,4%,4%,4%,3%,3%,5%
Operating Profit,1657,1932,2130,2415,2284,2370,2073,2751,2358,2793,2829,3730,3075
OPM %,19%,19%,20%,20%,20%,20%,16%,21%,19%,21%,18%,23%,17%
Other Income,595,351,552,356,444,335,399,348,392,509,576,359,1894
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-77,38
  └─ Other income normal,595,351,552,356,444,335,399,348,392,509,576,436,1857
Interest,16,12,7,12,30,47,75,120,147,224,287,314,344
Depreciation,76,87,92,93,93,95,98,102,119,118,119,119,289
Profit before tax,2160,2184,2584,2666,2606,2564,2299,2876,2484,2961,2999,3656,4336
Tax %,21%,25%,22%,24%,23%,24%,40%,24%,27%,25%,29%,25%,19%
Net Profit,1705,1644,2020,2033,2011,1942,1385,2196,1802,2210,2122,2750,3492
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,170
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-57,29
  └─ Profit excl Excep,1705,1644,2020,2033,2011,1942,1385,2196,1802,2210,2122,2807,3463
  └─ Profit for PE,1705,1644,2020,2033,2011,1942,1385,2196,1802,2210,2122,2807,3633
  └─ Profit for EPS,1705,1644,2020,2033,2011,1942,1385,2196,1802,2210,2122,2750,3662
  └─ YOY Profit Growth %,33%,41%,17%,38%,18%,18%,-31%,8%,-10%,14%,53%,28%,102%
EPS in Rs,60.25,58.11,71.39,71.78,72.05,69.55,49.61,78.62,64.52,79.15,75.99,98.38,131.02
Raw PDF,,,,,,,,,,,,,
