Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,4108,4087,4524,4337,4162,4333,4761,4685,4519,4712,4943,5066,4818
  └─ YOY Sales Growth %,10.67%,8.24%,1.46%,1.32%,1.30%,6.04%,5.24%,8.03%,8.58%,8.73%,3.82%,8.13%,6.62%
Expenses,3431,3748,3737,3538,3399,3598,4037,3811,3717,3988,4007,4123,3991
  └─ Material Cost %,55%,58%,57%,56%,55%,56%,58%,61%,60%,59%,58%,57%,58%
  └─ Employee Cost %,5%,5%,4%,5%,5%,5%,6%,3%,4%,6%,4%,5%,4%
Operating Profit,678,339,787,799,763,736,724,873,802,724,936,943,827
OPM %,16%,8%,17%,18%,18%,17%,15%,19%,18%,15%,19%,19%,17%
Other Income,-1532,97,66,269,105,29,187,81,109,74,85,78,174
  └─ Exceptional items,-1630,-51,-53,-3,-0,-48,-1,-22,57,0,3,3,88
  └─ Other income normal,98,149,120,273,105,77,188,103,52,74,81,75,86
Interest,113,127,155,53,29,31,37,51,39,34,41,39,24
Depreciation,69,74,75,81,84,77,80,86,84,86,89,88,89
Profit before tax,-1037,235,624,934,756,656,794,818,788,678,891,893,889
Tax %,29%,71%,34%,22%,27%,28%,35%,23%,26%,27%,36%,27%,12%
Net Profit,-1334,68,412,731,549,472,516,627,585,498,566,655,781
  └─ Minority share,-275,-224,-290,-274,-265,-249,-263,-288,-276,-257,-324,-338,-337
  └─ Exceptional items AT,-1332,5,-35,-2,-0,-34,-1,-17,42,0,2,2,77
  └─ Profit excl Excep,-1,63,447,734,549,506,517,644,543,498,564,652,704
  └─ Profit for PE,-276,-161,133,458,284,238,253,348,286,241,241,315,400
  └─ Profit for EPS,-1609,-156,122,457,284,222,253,339,309,241,242,316,444
  └─ YOY Profit Growth %,-439%,2%,320%,429%,203%,248%,91%,-24%,1%,1%,-5%,-9%,40%
EPS in Rs,-230.58,-22.38,17.49,65.46,40.73,31.86,36.22,48.58,44.24,34.50,34.64,45.34,63.63
Raw PDF,,,,,,,,,,,,,
