Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,572.26,251.50,365.46,506.20,252.32,296.11,641.26,1280.14,1063.16,1893.81,6831.68,6494.61,8708.28
  └─ YOY Sales Growth %,,,45%,96%,-56%,18%,75%,153%,321%,540%,965%,407%,719%
Expenses,544.80,218.31,326.87,467.78,215.40,252.44,594.88,1228.26,1015.65,1842.45,6784.16,6450.79,8692.68
  └─ Material Cost %,93%,81%,85%,88%,75%,78%,89%,94%,92%,96%,99%,98%,99%
  └─ Employee Cost %,1%,2%,2%,2%,5%,4%,2%,1%,1%,1%,0%,0%,0%
Operating Profit,27.46,33.19,38.59,38.42,36.92,43.67,46.38,51.88,47.51,51.36,47.52,43.82,15.60
OPM %,4.80%,13.20%,10.56%,7.59%,14.63%,14.75%,7.23%,4.05%,4.47%,2.71%,0.70%,0.67%,0.18%
Other Income,0.58,3.66,0.38,0.74,0.12,0.25,0.66,0.35,1.21,1.74,1.52,1.40,0.93
  └─ Other income normal,0.58,3.66,0.38,0.74,0.12,0.25,0.66,0.35,1.21,1.74,1.52,1.40,0.93
Interest,2.39,12.56,14.01,13.17,11.64,14.83,11.61,16.67,15.30,11.66,9.11,8.94,11.65
Depreciation,0.19,0.17,0.16,0.15,0.16,0.16,0.36,0.31,0.33,0.30,0.38,0.44,0.70
Profit before tax,25.46,24.12,24.80,25.84,25.24,28.93,35.07,35.25,33.09,41.14,39.55,35.84,4.18
Tax %,11.27%,13.52%,5.77%,7.70%,16.16%,16.32%,21.90%,23.66%,9.40%,20.54%,-5.82%,4.24%,188.28%
Net Profit,22.58,20.85,23.37,23.85,21.17,24.22,27.38,26.92,29.99,32.69,41.85,34.31,-3.69
  └─ Minority share,-2,-2,-2,-2,-2,-2,-2,-1,-2,-3,-4,-2,-0
  └─ Profit excl Excep,23,21,23,24,21,24,27,27,30,33,42,34,-4
  └─ Profit for PE,21,19,21,22,19,22,25,26,28,30,38,32,-4
  └─ Profit for EPS,21,19,21,22,19,22,25,26,28,30,38,32,-4
  └─ YOY Profit Growth %,,,23%,55%,-7%,15%,19%,20%,45%,35%,50%,24%,-114%
EPS in Rs,4.19,3.84,4.26,4.32,3.89,4.43,5.06,5.13,5.61,5.92,7.55,6.33,-0.76
Raw PDF,,,,,,,,,,,,,
