Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,68,73,84,72,83,79,105,89,101,114,131,113,134
  └─ YOY Sales Growth %,26.19%,18.97%,14.65%,11.15%,21.03%,7.74%,26.15%,22.29%,22.13%,45.27%,24.38%,27.23%,33.07%
Expenses,55,56,62,59,66,65,86,73,82,92,104,90,109
  └─ Material Cost %,56%,54%,52%,55%,56%,56%,56%,52%,52%,53%,54%,54%,55%
  └─ Employee Cost %,10%,10%,9%,12%,10%,13%,10%,13%,11%,11%,9%,12%,10%
Operating Profit,13,17,21,14,16,14,19,15,19,23,27,23,26
OPM %,19%,24%,25%,19%,20%,18%,18%,17%,19%,20%,21%,20%,19%
Other Income,1,1,1,2,2,1,1,2,1,0,1,1,1
  └─ Other income normal,1.12,1.44,1.20,1.63,2.09,1.42,0.84,1.90,1.00,0.21,1.04,1.39,1.22
Interest,0,0,0,0,0,0,0,0,0,1,1,1,1
Depreciation,1,1,2,2,2,2,2,2,2,2,3,3,3
Profit before tax,13,18,21,14,17,14,18,16,18,19,24,20,23
Tax %,27%,27%,26%,24%,26%,27%,26%,26%,22%,26%,26%,26%,23%
Net Profit,9,13,16,11,13,10,13,11,14,14,18,15,18
  └─ Profit excl Excep,9.48,12.90,15.51,10.51,12.51,10.21,13.28,11.46,14.11,14.20,18.10,15.03,17.68
  └─ Profit for PE,9.48,12.90,15.51,10.51,12.51,10.21,13.28,11.46,14.11,14.20,18.10,15.03,17.68
  └─ Profit for EPS,9.48,12.90,15.51,10.51,12.51,10.21,13.28,11.46,14.11,14.20,18.10,15.03,17.68
  └─ YOY Profit Growth %,53.40%,10.54%,7.56%,-0.19%,31.96%,-20.85%,-14.38%,9.04%,12.79%,39.08%,36.30%,31.15%,25.30%
EPS in Rs,1.73,2.35,2.83,1.92,2.28,1.86,2.42,2.09,2.57,2.59,3.19,2.65,3.11
Raw PDF,,,,,,,,,,,,,
