Metric,Mar 2013
Sales,0.00
Expenses,0.02
Operating Profit,-0.02
OPM %,
Other Income,1.80
  └─ Exceptional items,1.66
  └─ Other income normal,0.14
Interest,0.34
Depreciation,0.04
Profit before tax,1.40
Tax %,0.00%
Net Profit,1.40
  └─ Exceptional items AT,1.66
  └─ Profit excl Excep,-0.26
  └─ Profit for PE,-0.26
  └─ Profit for EPS,1.40
EPS in Rs,3.13
Raw PDF,
