Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,7966,8713,7424,8129,8894,8392,7552,9411,9981,10289,9174,10277,10915
  └─ YOY Sales Growth %,0.83%,8.47%,3.93%,2.81%,11.65%,-3.68%,1.73%,15.78%,12.22%,22.60%,21.48%,9.19%,9.37%
Expenses,6727,7046,6122,6397,7195,7112,6441,7700,8113,8328,7414,8924,9452
  └─ Material Cost %,17.62%,14.59%,14.79%,17.25%,19.73%,17.55%,18.83%,19.18%,18.30%,14.82%,14.26%,18.54%,18.37%
  └─ Employee Cost %,4.86%,4.33%,4.60%,3.93%,3.53%,3.78%,4.62%,4.06%,3.56%,4.06%,4.42%,3.74%,3.63%
Operating Profit,1239,1667,1302,1732,1699,1280,1111,1712,1868,1961,1761,1353,1464
OPM %,16%,19%,18%,21%,19%,15%,15%,18%,19%,19%,19%,13%,13%
Other Income,142,268,480,204,448,358,220,1355,713,300,39,77,138
  └─ Exceptional items,-147,0,0,0,212,0,-156,0,135,40,-223,-15,-103
  └─ Other income normal,289,268,480,204,237,358,376,1355,578,260,261,92,240
Interest,39,52,61,70,93,68,67,67,14,67,77,59,21
Depreciation,352,372,381,416,459,476,520,607,694,798,885,911,1053
Profit before tax,989,1512,1340,1450,1595,1094,744,2393,1872,1396,838,460,528
Tax %,23%,25%,26%,25%,5%,28%,33%,-11%,28%,27%,-175%,12%,-252%
Net Profit,763,1135,987,1091,1521,783,496,2663,1351,1017,2302,403,1857
  └─ Minority share,-118,-230,-194,-266,-471,-143,-17,-505,-326,-182,-537,-163,-27
  └─ Exceptional items AT,-110,0,0,0,194,0,-104,0,97,29,-222,-13,-103
  └─ Profit excl Excep,873,1135,987,1091,1327,783,601,2663,1254,988,2524,416,1960
  └─ Profit for PE,738,906,793,824,916,640,580,2158,952,811,1936,248,1931
  └─ Profit for EPS,645,906,793,824,1051,640,480,2158,1025,835,1766,240,1830
  └─ YOY Profit Growth %,12%,20%,536%,55%,24%,-29%,-27%,162%,4%,27%,234%,-89%,103%
EPS in Rs,3.25,4.56,3.99,4.15,4.78,2.60,1.95,8.76,4.16,3.39,7.14,0.97,7.40
Raw PDF,,,,,,,,,,,,,
