Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1.36,1.93,1.60,2.16,2.83,2.52,3.14,2.70,1.18,1.14,3.40,1.06,2.30
  └─ YOY Sales Growth %,-41%,161%,105%,-36%,108%,31%,96%,25%,-58%,-55%,8%,-61%,95%
Expenses,1.72,1.73,1.36,1.81,3.05,1.97,7.64,2.44,2.41,1.78,3.23,2.07,3.06
  └─ Material Cost %,4.41%,0.00%,0.62%,0.93%,0.00%,0.40%,0.32%,5.19%,-1.69%,0.88%,1.47%,0.00%,4.35%
  └─ Employee Cost %,61.03%,28.50%,35.62%,31.48%,26.86%,28.57%,23.57%,26.30%,68.64%,75.44%,25.59%,84.91%,39.57%
Operating Profit,-0.36,0.20,0.24,0.35,-0.22,0.55,-4.50,0.26,-1.23,-0.64,0.17,-1.01,-0.76
OPM %,-26.47%,10.36%,15.00%,16.20%,-7.77%,21.83%,-143.31%,9.63%,-104.24%,-56.14%,5.00%,-95.28%,-33.04%
Other Income,-1.15,0.05,0.04,0.04,0.05,0.06,4.81,0.35,0.37,0.16,0.21,0.66,0.44
  └─ Other income normal,-1.15,0.05,0.04,0.04,0.05,0.06,4.81,0.35,0.37,0.16,0.21,0.66,0.44
Interest,0.07,0.06,0.10,0.06,0.05,0.05,0.02,0.01,0.03,0.04,0.06,0.06,0.07
Depreciation,0.04,0.05,0.07,0.08,0.12,0.10,0.07,0.07,0.11,0.07,0.08,0.08,0.06
Profit before tax,-1.62,0.14,0.11,0.25,-0.34,0.46,0.22,0.53,-1.00,-0.59,0.24,-0.49,-0.45
Tax %,6.17%,0.00%,0.00%,-4.00%,0.00%,-2.17%,-4.55%,-1.89%,105.00%,0.00%,0.00%,0.00%,-2.22%
Net Profit,-1.72,0.14,0.11,0.27,-0.34,0.48,0.24,0.54,-2.05,-0.59,0.24,-0.49,-0.44
  └─ Profit excl Excep,-2,0,0,0,-0,0,0,1,-2,-1,0,-0,-0
  └─ Profit for PE,-2,0,0,0,-0,0,0,1,-2,-1,0,-0,-0
  └─ Profit for EPS,-2,0,0,0,-0,0,0,1,-2,-1,0,-0,-0
  └─ YOY Profit Growth %,-638%,154%,-76%,-86%,80%,243%,118%,100%,-503%,-223%,0%,-191%,79%
EPS in Rs,-1.13,0.09,0.07,0.18,-0.22,0.31,0.16,0.35,-1.34,-0.39,0.16,-0.32,-0.29
Raw PDF,,,,,,,,,,,,,
