Metric,Sep 2019,Mar 2020,Sep 2020,Mar 2021,Sep 2021,Mar 2022
  └─ Material Cost %,82%,83%,82%,83%,85%,82%
  └─ Employee Cost %,7%,7%,9%,6%,6%,6%
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-0.03
  └─ Other income normal,0.05,0.01,0.00,0.02,0.08,0.20
  └─ Minority share,-0.01,0.00,-0.02,0.00,-0.04,0.03
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,-0.02
  └─ Profit excl Excep,1.14,0.56,0.47,0.88,1.15,1.83
  └─ Profit for PE,1.13,0.56,0.45,0.88,1.11,1.86
  └─ Profit for EPS,1.13,0.56,0.45,0.88,1.11,1.84
