Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,165,157,179,210,243,185,194,162,286,224,270,287,362
  └─ YOY Sales Growth %,,,,,47.76%,17.56%,8.63%,-22.72%,17.75%,20.97%,39.16%,76.96%,26.26%
Expenses,142,143,155,180,209,160,164,156,223,188,226,239,298
  └─ Material Cost %,19.45%,36.02%,22.98%,37.37%,40.27%,38.03%,34.67%,30.10%,35.97%,32.40%,40.07%,43.76%,47.82%
  └─ Employee Cost %,20.09%,21.24%,19.82%,16.42%,14.32%,17.51%,20.05%,25.71%,16.78%,20.44%,16.73%,16.09%,13.42%
Operating Profit,23,14,24,30,35,25,30,6,64,36,44,48,64
OPM %,14%,9%,13%,14%,14%,13%,15%,3%,22%,16%,16%,17%,18%
Other Income,10,2,8,3,6,3,16,-1,3,4,5,1,4
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.22,2.27
  └─ Other income normal,10.50,2.12,7.57,2.62,5.78,3.20,15.98,-0.89,2.60,4.09,5.17,5.63,1.75
Interest,9,8,10,10,12,11,7,10,12,11,14,15,16
Depreciation,9,11,11,12,12,13,13,12,12,13,13,14,14
Profit before tax,15,-3,11,11,16,4,26,-17,42,16,22,20,38
Tax %,20%,78%,9%,16%,28%,28%,15%,-24%,26%,17%,20%,8%,27%
Net Profit,12,-5,10,9,12,3,22,-13,32,13,18,19,28
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,-0.27,0.33
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.40,1.66
  └─ Profit excl Excep,12.05,-4.58,9.89,9.03,11.87,3.19,22.26,-13.33,31.51,13.14,17.79,21.95,26.02
  └─ Profit for PE,12.05,-4.58,9.89,9.03,11.87,3.19,22.26,-13.33,31.51,13.20,17.86,21.63,26.35
  └─ Profit for EPS,12.05,-4.58,9.89,9.03,11.87,3.19,22.26,-13.33,31.51,13.20,17.86,18.28,28.01
  └─ YOY Profit Growth %,,,,,-1.49%,169.65%,125.08%,-247.62%,165.46%,313.79%,-19.77%,262.27%,-16.38%
EPS in Rs,11.36,-4.32,1.86,1.70,2.24,0.46,3.22,-1.93,4.56,1.91,2.58,2.64,4.04
Raw PDF,,,,,,,,,,,,,
