Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,30.49,32.04,33.89,35.02,36.75,36.90,37.34,40.00,41.47,42.62,38.63,36.92,45.91
  └─ YOY Sales Growth %,,13.54%,7.93%,14.90%,20.53%,15.17%,10.18%,14.22%,12.84%,15.50%,3.45%,-7.70%,10.71%
Expenses,26.08,23.17,26.39,26.59,28.19,28.57,28.19,30.05,32.08,31.78,28.62,28.48,35.59
  └─ Material Cost %,39.98%,31.30%,35.70%,35.47%,34.26%,37.34%,32.65%,33.98%,34.68%,36.49%,31.12%,33.72%,45.04%
  └─ Employee Cost %,12.40%,11.14%,11.48%,10.91%,13.47%,10.65%,11.25%,11.92%,12.08%,11.31%,12.89%,13.46%,10.83%
Operating Profit,4.41,8.87,7.50,8.43,8.56,8.33,9.15,9.95,9.39,10.84,10.01,8.44,10.32
OPM %,14.46%,27.68%,22.13%,24.07%,23.29%,22.57%,24.50%,24.88%,22.64%,25.43%,25.91%,22.86%,22.48%
Other Income,0.63,0.63,0.64,0.81,0.75,0.72,0.66,0.67,0.84,0.73,0.75,0.76,0.87
  └─ Other income normal,0.63,0.63,0.64,0.81,0.75,0.72,0.66,0.67,0.84,0.73,0.75,0.76,0.87
Interest,0.16,0.20,0.48,0.18,0.16,0.08,0.10,0.13,0.32,0.07,0.09,0.14,0.28
Depreciation,1.53,1.32,1.33,1.45,1.49,1.42,1.48,1.50,1.64,1.55,1.62,1.63,1.63
Profit before tax,3.35,7.98,6.33,7.61,7.66,7.55,8.23,8.99,8.27,9.95,9.05,7.43,9.28
Tax %,38.81%,25.69%,25.75%,25.89%,25.72%,32.58%,26.49%,27.03%,27.21%,26.23%,26.52%,31.90%,26.83%
Net Profit,2.05,5.93,4.69,5.63,5.69,5.09,6.05,6.56,6.03,7.33,6.65,5.06,6.79
  └─ Profit excl Excep,2.05,5.93,4.69,5.63,5.69,5.09,6.05,6.56,6.03,7.33,6.65,5.06,6.79
  └─ Profit for PE,2.05,5.93,4.69,5.63,5.69,5.09,6.05,6.56,6.03,7.33,6.65,5.06,6.79
  └─ Profit for EPS,2.05,5.93,4.69,5.63,5.69,5.09,6.05,6.56,6.03,7.33,6.65,5.06,6.79
  └─ YOY Profit Growth %,,30.33%,-9.46%,45.10%,177.56%,-14.17%,29.00%,16.52%,5.98%,44.01%,9.92%,-22.87%,12.60%
EPS in Rs,4.56,13.18,10.42,12.51,12.64,11.31,13.44,14.58,13.40,16.29,14.78,11.24,15.09
Raw PDF,,,,,,,,,,,,,
