Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,77,80,96,97,100,92,141,139,147,147,173,188,193
  └─ YOY Sales Growth %,69.22%,52.72%,64.64%,59.01%,29.79%,15.91%,46.65%,42.59%,47.34%,59.35%,22.42%,35.41%,31.67%
Expenses,53,56,68,73,67,66,109,109,112,113,132,147,151
  └─ Material Cost %,12.91%,4.41%,11.14%,11.15%,8.47%,8.05%,5.85%,3.49%,7.84%,5.97%,6.83%,9.72%,6.91%
  └─ Employee Cost %,25.82%,25.35%,21.89%,21.14%,19.46%,23.60%,16.37%,17.28%,16.36%,18.13%,21.04%,20.16%,19.56%
Operating Profit,24,24,28,25,33,27,32,30,35,35,41,41,42
OPM %,31%,30%,29%,25%,33%,29%,23%,22%,24%,24%,24%,22%,22%
Other Income,2,1,0,2,3,3,1,2,2,3,2,3,3
  └─ Other income normal,2.17,0.98,0.40,2.13,3.41,2.58,1.45,2.04,2.38,3.32,2.08,3.05,3.15
Interest,2,0,0,1,1,0,1,0,-0,0,1,1,3
Depreciation,4,5,5,5,6,6,6,6,6,7,9,9,9
Profit before tax,20,20,23,20,29,24,27,25,31,31,33,34,33
Tax %,22%,17%,19%,2%,28%,23%,18%,12%,22%,19%,20%,15%,11%
Net Profit,16,16,19,20,21,18,22,22,24,25,26,29,30
  └─ Minority share,0.03,-0.80,-0.40,0.12,-0.21,-0.35,-0.37,-1.43,-0.45,-0.14,-1.17,-0.33,-0.61
  └─ Profit excl Excep,15.80,16.38,18.77,20.01,21.21,18.20,22.30,22.40,24.34,25.02,26.45,29.00,29.57
  └─ Profit for PE,15.83,15.58,18.37,20.13,21.00,17.85,21.93,20.97,23.89,24.88,25.28,28.67,28.96
  └─ Profit for EPS,15.83,15.58,18.37,20.13,21.00,17.85,21.93,20.97,23.89,24.88,25.28,28.67,28.96
  └─ YOY Profit Growth %,46.71%,12.17%,10.40%,31.40%,32.66%,14.57%,19.38%,4.17%,13.76%,39.38%,15.28%,36.72%,21.22%
EPS in Rs,2.03,2.00,2.35,2.58,2.54,2.16,2.65,2.53,2.88,3.00,3.05,3.46,3.50
Raw PDF,,,,,,,,,,,,,
