Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5851,5395,4014,5410,6489,5414,4919,6568,7005,6739,6378,7611,11343
  └─ YOY Sales Growth %,-14%,13%,21%,45%,11%,0%,23%,21%,8%,24%,30%,16%,62%
Expenses,3689,3401,2824,3403,4388,3074,3533,4196,4953,4260,4385,5467,8700
  └─ Material Cost %,-7.18%,1.47%,7.18%,-1.25%,-5.74%,-0.69%,10.03%,-3.40%,4.00%,0.96%,8.45%,11.57%,30.13%
  └─ Employee Cost %,7.84%,6.76%,9.79%,7.36%,7.23%,7.18%,8.51%,6.70%,7.81%,6.11%,6.31%,5.85%,6.00%
Operating Profit,2162,1994,1190,2007,2102,2340,1386,2372,2051,2478,1993,2144,2644
OPM %,37%,37%,30%,37%,32%,43%,28%,36%,29%,37%,31%,28%,23%
Other Income,1228,294,321,84,389,365,361,375,492,300,383,372,432
  └─ Exceptional items,1237,-0,-0,-253,-30,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Other income normal,-9,294,321,337,419,365,361,375,493,300,383,373,432
Interest,12,6,19,32,21,23,29,61,65,27,8,35,51
Depreciation,93,69,89,82,111,74,103,103,141,109,110,107,152
Profit before tax,3285,2212,1404,1977,2359,2608,1614,2584,2338,2643,2259,2375,2873
Tax %,31%,25%,27%,26%,40%,25%,26%,27%,37%,26%,26%,26%,30%
Net Profit,2272,1653,1026,1482,1410,1969,1205,1880,1477,1968,1698,1757,2027
  └─ Profit from Associates,-5,-8,1,12,-6,6,10,-17,-6,0,15,10,10
  └─ Minority share,-0,-1,0,2,3,2,6,2,1,0,1,-1,0
  └─ Exceptional items AT,857,-0,-0,-188,-18,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Profit excl Excep,1414,1654,1026,1670,1428,1969,1205,1880,1477,1968,1698,1757,2027
  └─ Profit for PE,1414,1652,1026,1672,1431,1971,1212,1882,1478,1968,1699,1757,2027
  └─ Profit for EPS,2272,1652,1026,1484,1413,1971,1212,1882,1478,1968,1699,1757,2027
  └─ YOY Profit Growth %,-24%,14%,6%,83%,1%,19%,18%,13%,3%,-0%,40%,-7%,37%
EPS in Rs,2.58,1.88,1.17,1.69,1.61,2.24,1.38,2.14,1.68,2.24,1.93,2.00,2.31
Raw PDF,,,,,,,,,,,,,
