Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1005,1044,1134,1110,1069,1025,1095,1075,1234,1187,1201,1321,1475
  └─ YOY Sales Growth %,-5.49%,,4.87%,18.31%,6.34%,-1.83%,-3.41%,-3.21%,15.46%,15.75%,9.63%,22.90%,19.51%
Expenses,896,932,1009,994,959,912,976,957,1100,1065,1089,1193,1325
  └─ Material Cost %,66%,65%,66%,64%,65%,65%,63%,64%,66%,65%,64%,66%,67%
  └─ Employee Cost %,8%,8%,8%,8%,8%,9%,9%,9%,8%,9%,9%,8%,8%
Operating Profit,108,113,124,117,110,113,119,118,134,122,111,127,150
OPM %,11%,11%,11%,10%,10%,11%,11%,11%,11%,10%,9%,10%,10%
Other Income,7,4,3,2,478,1,1,0,1,1,1,0,1
  └─ Exceptional items,0.00,0.00,0.00,0.00,473.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,6.70,4.21,2.96,1.69,4.80,1.34,0.58,0.37,1.01,0.83,0.92,0.32,1.21
Interest,23,24,26,25,28,31,30,26,29,29,32,32,31
Depreciation,20,22,22,22,37,29,28,27,28,32,32,35,37
Profit before tax,73,71,79,71,523,55,62,64,78,61,48,62,83
Tax %,35%,33%,34%,16%,1%,25%,26%,26%,22%,23%,26%,24%,27%
Net Profit,47,47,52,59,516,41,46,48,61,47,36,47,61
  └─ Exceptional items AT,0,0,0,0,441,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,47,47,52,59,75,41,46,48,61,47,36,47,61
  └─ Profit for PE,47,47,52,59,75,41,46,48,61,47,36,47,61
  └─ Profit for EPS,47,47,52,59,516,41,46,48,61,47,36,47,61
  └─ YOY Profit Growth %,-3%,,-4%,36%,58%,-14%,-12%,-20%,-19%,16%,-23%,-2%,0%
EPS in Rs,3.02,3.03,3.34,3.79,32.85,2.60,2.94,3.04,3.87,3.01,2.26,2.97,3.87
Raw PDF,,,,,,,,,,,,,
