Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,22163,23613,24732,25521,26510,26527,26887,26720,27869,27475,26205,26819,26676
  └─ YOY Sales Growth %,30.16%,29.35%,25.04%,21.72%,19.61%,12.34%,8.71%,4.70%,5.13%,3.57%,-2.53%,0.37%,-4.28%
Interest,13810,14664,15498,16236,16966,17004,17720,17350,18245,18231,17247,17370,17005
Expenses,10041,7978,7962,8012,9365,9367,8686,8096,9673,8844,9056,7994,8744
  └─ Employee Cost %,18.61%,13.81%,12.80%,13.23%,18.07%,13.64%,13.68%,13.30%,14.88%,14.67%,15.27%,15.34%,13.27%
Financing Profit,-1688,971,1271,1273,179,156,480,1274,-49,400,-98,1455,927
Financing Margin %,-8%,4%,5%,5%,1%,1%,2%,5%,-0%,1%,-0%,5%,3%
Other Income,5601,4209,4221,4281,5102,4799,5926,4614,6223,4869,5550,5183,5999
  └─ Other income normal,5601,4209,4221,4281,5102,4799,5926,4614,6223,4869,5550,5183,5999
Depreciation,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Profit before tax,3912,5180,5492,5554,5281,4954,6406,5889,6175,5269,5453,6638,6926
Tax %,28%,37%,35%,35%,37%,27%,26%,22%,19%,21%,21%,24%,23%
Net Profit,2812,3272,3572,3625,3328,3642,4751,4623,5011,4428,4426,5073,5504
  └─ Profit from Associates,13,31,24,15,18,41,29,26,10,291,145,44,170
  └─ Profit excl Excep,2812,3272,3572,3625,3328,3642,4751,4623,5011,4428,4426,5073,5504
  └─ Profit for PE,2812,3272,3572,3625,3328,3642,4751,4623,5011,4428,4426,5073,5504
  └─ Profit for EPS,2812,3272,3572,3625,3328,3642,4751,4623,5011,4428,4426,5073,5504
  └─ YOY Profit Growth %,81%,107%,93%,60%,18%,11%,33%,28%,51%,22%,-7%,10%,10%
EPS in Rs,4.11,4.79,4.82,4.89,4.36,4.77,6.22,6.06,6.56,5.80,5.80,6.65,7.21
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
