Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,35.69,31.70,19.92,23.03,29.38,16.84,19.19,17.51,17.93,12.25,9.30,7.64,9.29
  └─ YOY Sales Growth %,75.81%,37.71%,-26.17%,-7.40%,-17.68%,-46.88%,-3.66%,-23.97%,-38.97%,-27.26%,-51.54%,-56.37%,-48.19%
Expenses,23.32,22.11,14.93,18.31,26.00,18.20,15.58,15.99,16.24,16.20,13.19,10.50,12.40
  └─ Material Cost %,42%,43%,38%,44%,58%,68%,44%,52%,40%,46%,57%,53%,74%
  └─ Employee Cost %,6%,9%,15%,15%,10%,15%,14%,14%,13%,21%,30%,36%,25%
Operating Profit,12.37,9.59,4.99,4.72,3.38,-1.36,3.61,1.52,1.69,-3.95,-3.89,-2.86,-3.11
OPM %,34.66%,30.25%,25.05%,20.50%,11.50%,-8.08%,18.81%,8.68%,9.43%,-32.24%,-41.83%,-37.43%,-33.48%
Other Income,0.98,0.70,0.61,0.58,0.66,0.66,0.81,0.77,0.93,1.89,0.61,0.53,0.92
  └─ Other income normal,0.98,0.70,0.61,0.58,0.66,0.66,0.81,0.77,0.93,1.89,0.61,0.53,0.92
Interest,0.05,0.04,0.04,0.13,-0.01,0.03,0.06,0.17,0.09,0.01,0.07,0.13,0.10
Depreciation,0.47,0.50,0.69,0.94,0.73,0.86,0.88,0.88,0.87,0.89,0.96,0.98,0.96
Profit before tax,12.83,9.75,4.87,4.23,3.32,-1.59,3.48,1.24,1.66,-2.96,-4.31,-3.44,-3.25
Tax %,25.33%,28.21%,23.61%,30.50%,33.43%,6.92%,27.30%,34.68%,20.48%,-7.43%,-5.57%,-3.20%,-25.85%
Net Profit,9.57,7.01,3.41,2.80,2.25,-1.75,2.46,0.75,1.26,-2.81,-4.15,-3.40,-2.42
  └─ Profit from Associates,0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Profit excl Excep,10,7,3,3,2,-2,2,1,1,-3,-4,-3,-2
  └─ Profit for PE,10,7,3,3,2,-2,2,1,1,-3,-4,-3,-2
  └─ Profit for EPS,10,7,3,3,2,-2,2,1,1,-3,-4,-3,-2
  └─ YOY Profit Growth %,34%,-36%,-72%,-69%,-76%,-125%,-28%,-73%,-44%,-61%,-269%,-553%,-292%
EPS in Rs,9.78,7.17,3.49,2.86,2.30,-1.79,2.51,0.77,1.29,-2.87,-4.24,-3.48,-2.41
Raw PDF,,,,,,,,,,,,,
