Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3804,3986,4115,4179,4256,4393,4263,4973,5241,5042,6172,6114,6080
  └─ YOY Sales Growth %,19.13%,17.33%,16.91%,12.30%,11.87%,10.20%,3.61%,19.01%,23.15%,14.77%,44.77%,22.94%,16.01%
Expenses,2871,2966,3027,3089,3127,3228,3175,3772,3983,3839,4660,4557,4566
  └─ Material Cost %,56%,56%,54%,54%,53%,54%,54%,55%,56%,56%,56%,56%,56%
  └─ Employee Cost %,7%,7%,7%,7%,8%,8%,8%,7%,7%,7%,7%,7%,7%
Operating Profit,934,1021,1087,1090,1129,1165,1088,1201,1258,1203,1512,1557,1514
OPM %,25%,26%,26%,26%,27%,27%,26%,24%,24%,24%,24%,25%,25%
Other Income,379,344,375,368,437,457,468,452,628,603,486,465,675
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-55,0
  └─ Other income normal,379,344,375,368,437,457,468,452,628,603,486,520,675
Interest,8,10,13,12,15,12,13,13,16,15,19,17,20
Depreciation,148,142,143,148,165,169,180,179,201,198,200,211,232
Profit before tax,1156,1212,1307,1298,1385,1441,1362,1461,1669,1593,1779,1793,1937
Tax %,22%,24%,22%,23%,23%,24%,19%,20%,18%,24%,23%,21%,22%
Net Profit,906,918,1016,996,1070,1101,1100,1170,1362,1205,1369,1421,1520
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-44,0
  └─ Profit excl Excep,906,918,1016,996,1070,1101,1100,1170,1362,1205,1369,1465,1520
  └─ Profit for PE,906,918,1016,996,1070,1101,1100,1170,1362,1205,1369,1465,1520
  └─ Profit for EPS,906,918,1016,996,1070,1101,1100,1170,1362,1205,1369,1421,1520
  └─ YOY Profit Growth %,48%,50%,55%,34%,18%,20%,8%,18%,27%,9%,24%,25%,12%
EPS in Rs,33.11,33.58,37.12,36.38,39.10,40.20,40.15,42.70,49.68,43.95,49.93,51.79,55.41
Raw PDF,,,,,,,,,,,,,
