Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,4791,5201,4435,4914,5409,5199,4634,5972,6115,6087,6005,6483,7146
  └─ YOY Sales Growth %,8.23%,16.40%,11.22%,8.32%,12.90%,-0.04%,4.50%,21.52%,13.05%,17.08%,29.56%,8.56%,16.87%
Expenses,4322,4430,3885,4010,4572,4520,4198,4856,5284,5309,5159,5783,6520
  └─ Material Cost %,32.93%,28.80%,30.59%,28.73%,33.57%,33.68%,38.65%,36.74%,41.05%,40.43%,41.20%,41.93%,46.56%
  └─ Employee Cost %,4.43%,3.79%,4.39%,3.63%,3.09%,3.16%,3.91%,3.31%,2.86%,3.37%,2.98%,2.79%,2.51%
Operating Profit,469,771,549,905,837,679,436,1116,830,778,846,700,626
OPM %,10%,15%,12%,18%,15%,13%,9%,19%,14%,13%,14%,11%,9%
Other Income,55,80,212,94,350,73,124,649,330,70,225,91,50
  └─ Exceptional items,-66,0,0,0,230,0,-35,0,135,0,0,32,-4
  └─ Other income normal,121,80,212,94,120,73,159,649,196,70,225,59,55
Interest,15,25,29,34,67,33,33,28,14,30,29,26,27
Depreciation,177,200,213,235,237,235,242,260,265,255,279,306,279
Profit before tax,331,626,519,729,883,484,284,1476,882,563,763,460,370
Tax %,29%,25%,25%,26%,-7%,26%,30%,26%,15%,33%,-47%,12%,36%
Net Profit,236,466,388,538,943,360,200,1092,751,375,1119,404,238
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,-47,0,0,0,214,0,-24,0,107,0,0,27,-1
  └─ Profit excl Excep,283,466,388,538,729,360,223,1092,644,375,1119,377,239
  └─ Profit for PE,283,466,388,538,729,360,223,1092,644,375,1119,377,239
  └─ Profit for EPS,236,466,388,538,943,360,200,1092,751,375,1119,404,238
  └─ YOY Profit Growth %,-29%,105%,646%,213%,158%,-23%,-42%,103%,-12%,4%,401%,-65%,-63%
EPS in Rs,12.55,24.82,20.65,28.63,50.23,19.15,10.63,58.14,39.99,19.99,59.60,21.52,12.69
Raw PDF,,,,,,,,,,,,,
