Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3358,3664,3674,4563,4707,5379,6184,5830,6375,6819,6596,6730,7443
  └─ YOY Sales Growth %,12.87%,16.99%,12.99%,28.47%,40.18%,46.80%,68.32%,27.78%,35.43%,26.79%,6.66%,15.43%,16.76%
Expenses,2154,2395,2324,3092,3141,3728,4469,4170,4335,5009,4640,4734,5298
  └─ Material Cost %,5.31%,0.00%,4.81%,16.16%,2.44%,3.08%,7.93%,5.90%,5.74%,2.82%,2.87%,3.43%,5.27%
  └─ Employee Cost %,9.09%,6.63%,7.35%,5.69%,3.81%,5.13%,4.74%,3.94%,3.67%,3.39%,3.58%,4.72%,4.13%
Operating Profit,1203,1269,1350,1471,1566,1651,1715,1661,2040,1811,1955,1995,2145
OPM %,36%,35%,37%,32%,33%,31%,28%,28%,32%,27%,30%,30%,29%
Other Income,502,108,93,262,204,-1395,176,170,222,206,171,215,227
  └─ Exceptional items,0,0,0,0,0,-1506,0,0,0,0,0,0,0
  └─ Other income normal,502,108,93,262,204,111,176,170,222,206,171,215,227
Interest,630,616,641,760,750,811,813,809,826,894,872,913,954
Depreciation,416,419,432,458,468,498,484,462,462,465,509,496,508
Profit before tax,660,343,370,515,552,-1053,594,559,974,658,746,801,910
Tax %,33%,47%,23%,32%,31%,13%,-30%,-12%,27%,18%,25%,28%,21%
Net Profit,440,182,284,348,381,-1191,773,625,714,539,557,574,723
  └─ Minority share,-50,-7,-8,-23,-20,367,-98,-64,-67,-26,-23,-22,-39
  └─ Exceptional items AT,0,0,0,0,0,-1368,0,0,0,0,0,0,0
  └─ Profit excl Excep,440,182,284,348,381,177,773,625,714,539,557,574,723
  └─ Profit for PE,389,175,276,325,361,123,675,562,647,512,534,552,684
  └─ Profit for EPS,389,175,276,325,361,-824,675,562,647,512,534,552,684
  └─ YOY Profit Growth %,70%,-6%,34%,-32%,-7%,-30%,145%,73%,79%,317%,-21%,-2%,6%
EPS in Rs,3.49,1.57,2.47,2.91,3.24,-7.39,5.62,4.68,5.39,4.27,4.44,4.60,5.69
Raw PDF,,,,,,,,,,,,,
