Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,17.90,6.52,8.37,3.85,6.70,6.67,3.98,5.89,10.36,4.84,4.31,6.08,6.16
  └─ YOY Sales Growth %,48.18%,121.77%,125.61%,-42.88%,-62.57%,2.30%,-52.45%,52.99%,54.63%,-27.44%,8.29%,3.23%,-40.54%
Expenses,10.75,4.07,4.72,3.49,3.75,4.19,3.06,3.86,6.80,2.37,2.79,3.69,4.01
  └─ Material Cost %,35.47%,43.56%,43.37%,59.74%,33.13%,46.03%,56.28%,47.03%,54.05%,30.99%,34.11%,39.14%,48.54%
  └─ Employee Cost %,1.45%,4.14%,3.23%,11.17%,7.46%,7.50%,12.81%,9.00%,5.21%,11.57%,14.39%,10.53%,10.06%
Operating Profit,7.15,2.45,3.65,0.36,2.95,2.48,0.92,2.03,3.56,2.47,1.52,2.39,2.15
OPM %,39.94%,37.58%,43.61%,9.35%,44.03%,37.18%,23.12%,34.47%,34.36%,51.03%,35.27%,39.31%,34.90%
Other Income,0.25,0.23,0.01,0.00,0.23,0.03,0.08,0.04,0.38,0.01,0.02,0.22,0.23
  └─ Other income normal,0.25,0.23,0.01,0.00,0.23,0.03,0.08,0.04,0.38,0.01,0.02,0.22,0.23
Interest,0.76,0.77,0.81,0.87,0.75,0.72,0.74,0.71,0.60,0.52,0.57,0.93,0.80
Depreciation,0.05,0.05,0.05,0.06,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05
Profit before tax,6.59,1.86,2.80,-0.57,2.36,1.73,0.20,1.31,3.29,1.90,0.91,1.62,1.53
Tax %,26.86%,25.27%,27.14%,-47.37%,44.07%,25.43%,25.00%,23.66%,24.32%,25.26%,25.27%,19.14%,25.49%
Net Profit,4.82,1.39,2.04,-0.30,1.32,1.30,0.15,0.99,2.49,1.42,0.68,1.31,1.14
  └─ Profit excl Excep,5,1,2,-0,1,1,0,1,2,1,1,1,1
  └─ Profit for PE,5,1,2,-0,1,1,0,1,2,1,1,1,1
  └─ Profit for EPS,5,1,2,-0,1,1,0,1,2,1,1,1,1
  └─ YOY Profit Growth %,120%,827%,332%,-141%,-73%,-6%,-93%,430%,89%,9%,353%,32%,-54%
EPS in Rs,1.72,0.50,0.73,-0.11,0.47,0.46,0.05,0.35,0.89,0.51,0.24,0.47,0.41
Raw PDF,,,,,,,,,,,,,
