exDate,recDate,subject,faceVal
09-Jul-2026 14:14:23,09-Jul-2026 14:14:23,Updates,1
04-May-2026 13:20:34,04-May-2026 13:20:34,Record Date,1
04-May-2026 13:13:28,04-May-2026 13:13:28,Dividend,1
30-Apr-2019 15:07:00,30-Apr-2019 15:07:00,Dividend Updates,1
05-May-2016 16:51:00,05-May-2016 16:51:00,Outcome of Board Meeting,1
30-Apr-2015 14:13:00,30-Apr-2015 14:13:00,AGM/Book Closure,1
30-Apr-2015 13:33:00,30-Apr-2015 13:33:00,Dividend,1
02-May-2014 15:36:00,02-May-2014 15:36:00,AGM/Book Closure,1
02-May-2014 12:56:00,02-May-2014 12:56:00,Dividend,1
09-May-2013 14:04:00,09-May-2013 14:04:00,Date of payment of dividend,1
09-May-2013 14:00:00,09-May-2013 14:00:00,AGM/Book Closure,1
09-May-2013 12:40:00,09-May-2013 12:40:00,Dividend,1
25-Mar-2013 12:36:00,25-Mar-2013 12:36:00,Stock split,1
10-May-2012 18:11:00,10-May-2012 18:11:00,AGM / Book Closure,1
07-May-2012 10:11:00,07-May-2012 10:11:00,Dividend,1
09-May-2011 11:22:00,09-May-2011 11:22:00,AGM / Book Closure,1
09-May-2011 11:19:00,09-May-2011 11:19:00,Dividend,1
17-May-2010 14:16:00,17-May-2010 14:16:00,AGM/Book Closure,1
17-May-2010 13:26:00,17-May-2010 13:26:00,Dividend,1
