bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
BRITANNIA,07-May-2026,Board Meeting Intimation,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 07-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Food And Food Processing,01-May-2026 17:07:04,Britannia Industries Limited,INE216A01014,00:00:02,01-May-2026 17:07:06,14.94 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500825_15202617659_PRIOR_INTIMATION_WebXMLFile_20260501_170702386.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260501_170702_WEB.html,3.38 KB,,,,,,
BRITANNIA,08-May-2025,Board Meeting Intimation,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 08-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Food And Food Processing,02-May-2025 21:10:23,Britannia Industries Limited,INE216A01014,00:00:02,02-May-2025 21:10:25,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_52195_1430887_02052025091020_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_52195_02052025211020_iXBRL_WEB.html,,,,,,,
BRITANNIA,03-May-2024,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 03-May-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,Board Meeting Intimation,Food And Food Processing,26-Apr-2024 16:06:09,Britannia Industries Limited,INE216A01014,00:00:53,26-Apr-2024 16:07:02,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_22696_1109071_26042024040607_WEB.xml,,,,,,,,,
BRITANNIA,05-May-2023,Outcome of Board Meeting,"Britannia Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on May 05, 2023.",,,Britannia Industries Limited,INE216A01014,,,,,,,,,,,BRITANNIA,,announcements
BRITANNIA,01-May-2019,Outcome of Board Meeting,Britannia Industries Limited has informed the Exchange regarding Grant of Stock Options under the Employee Stock Option Scheme (ESOS).,,,Britannia Industries Limited,INE216A01014,,,,,,,,,,,BRITANNIA,,announcements
BRITANNIA,15-May-2018,Outcome of Board Meeting,"Britannia Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on May 15, 2018.",,,Britannia Industries Limited,INE216A01014,,,,,,,,,,,BRITANNIA,,announcements
BRITANNIA,25-May-2017,Outcome of Board Meeting,"Britannia Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on May 25, 2017.",,,Britannia Industries Limited,INE216A01014,,,,,,,,,,,BRITANNIA,,announcements
BRITANNIA,10-Feb-2026,Board Meeting Intimation,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 10-Feb-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Food And Food Processing,03-Feb-2026 17:58:26,Britannia Industries Limited,INE216A01014,00:00:03,03-Feb-2026 17:58:29,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_77687_1617318_03022026055824_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_77687_03022026175824_iXBRL_WEB.html,2.94 KB,,,,,,
BRITANNIA,05-Nov-2025,Board Meeting Intimation,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 05-Nov-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,Food And Food Processing,30-Oct-2025 13:17:09,Britannia Industries Limited,INE216A01014,00:00:03,30-Oct-2025 13:17:12,6.53 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_69686_1561110_30102025011707_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_69686_30102025131707_iXBRL_WEB.html,2.94 KB,,,,,,
BRITANNIA,06-Feb-2025,Board Meeting Intimation,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 06-Feb-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,Food And Food Processing,24-Jan-2025 16:27:00,Britannia Industries Limited,INE216A01014,00:00:02,24-Jan-2025 16:27:02,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_44687_1360356_24012025042657_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_44687_24012025162657_iXBRL_WEB.html,,,,,,,
BRITANNIA,05-Aug-2025,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2025",Food And Food Processing,29-Jul-2025 19:02:45,Britannia Industries Limited,INE216A01014,00:00:00,29-Jul-2025 19:02:45,627.98 KB,https://nsearchives.nseindia.com/corporate/BRITANNIA1_29072025190129_SEIntimation.pdf,,,,,,,,,
BRITANNIA,11-Nov-2024,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 11-Nov-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2024 .,Board Meeting Intimation,Food And Food Processing,25-Oct-2024 15:20:05,Britannia Industries Limited,INE216A01014,00:00:03,25-Oct-2024 15:20:08,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_38500_1288251_25102024032002_WEB.xml,,,,,,,,,
BRITANNIA,02-Aug-2024,BRITANNIA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 02-Aug-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,Food And Food Processing,29-Jul-2024 19:52:11,Britannia Industries Limited,INE216A01014,00:00:02,29-Jul-2024 19:52:13,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_31004_1205751_29072024075208_WEB.xml,,,,,,,,,
