bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Bajaj Auto Limited,24-Jun-2026,10,-,INE917I01010,-,-,24-Jun-2026,EQ,Buy Back,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,29-May-2026,10,-,INE917I01010,-,-,29-May-2026,EQ,Dividend - Rs 150 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,20-Jun-2025,10,-,INE917I01010,-,-,20-Jun-2025,EQ,Dividend - Rs 210 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,14-Jun-2024,10,-,INE917I01010,-,-,14-Jun-2024,EQ,Dividend - Rs 80 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,29-Feb-2024,10,-,INE917I01010,-,-,29-Feb-2024,EQ,Buy Back,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,30-Jun-2023,10,-,INE917I01010,-,-,30-Jun-2023,EQ,Dividend - Rs 140 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,30-Jun-2022,10,-,INE917I01010,-,-,01-Jul-2022,EQ,Dividend - Rs 140 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
22-Jul-2021,10-Jul-2021,Bajaj Auto Limited,08-Jul-2021,10,-,INE917I01010,-,-,-,EQ, Annual General Meeting/Dividend - Rs 140 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,03-Mar-2020,10,-,INE917I01010,-,-,04-Mar-2020,EQ, Interim Dividend - Rs 120 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
26-Jul-2019,13-Jul-2019,Bajaj Auto Limited,11-Jul-2019,10,-,INE917I01010,-,-,-,EQ, Annual General Meeting/ Dividend - Rs 60 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
20-Jul-2018,07-Jul-2018,Bajaj Auto Limited,05-Jul-2018,10,-,INE917I01010,-,-,-,EQ, Annual General Meeting / Dividend- Rs 60 Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
20-Jul-2017,08-Jul-2017,Bajaj Auto Limited,06-Jul-2017,10,-,INE917I01010,-,-,-,EQ, Annual General Meeting/Dividend - Rs 55/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
27-Jul-2016,16-Jul-2016,Bajaj Auto Limited,14-Jul-2016,10,-,INE917I01010,-,-,-,EQ, Annual General Meeting/ Dividend - Rs 5/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,16-Mar-2016,10,-,INE917I01010,-,-,17-Mar-2016,EQ, Interim Dividend - Rs 50/- Per Share (Purpose Revised),BAJAJ-AUTO,Bajaj Auto Ltd.,,
23-Jul-2015,11-Jul-2015,Bajaj Auto Limited,09-Jul-2015,10,-,INE917I01010,-,-,-,EQ,Annual General Meeting/Dividend Rs 50/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
17-Jul-2014,05-Jul-2014,Bajaj Auto Limited,03-Jul-2014,10,-,INE917I01010,-,-,-,EQ,Annual General Meeting / Dividend - Rs 50/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
19-Jul-2013,06-Jul-2013,Bajaj Auto Limited,04-Jul-2013,10,-,INE917I01010,-,-,-,EQ,Annual General Meeting / Dividend - Rs.45/- Per Equity Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
18-Jul-2012,07-Jul-2012,Bajaj Auto Limited,05-Jul-2012,10,-,INE917I01010,-,-,-,EQ,Annual General Meeting And Dividend - Rs.45/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
14-Jul-2011,01-Jul-2011,Bajaj Auto Limited,29-Jun-2011,10,-,INE917I01010,-,-,-,EQ,Annual General Meeting And Dividend Rs.40/- Per Share,BAJAJ-AUTO,Bajaj Auto Ltd.,,
-,-,Bajaj Auto Limited,08-Sep-2010,10,-,INE917I01010,-,-,10-Sep-2010,EQ,Bonus 1:1,BAJAJ-AUTO,Bajaj Auto Ltd.,,
,,BAJAJ-AUTO,08-Jul-2010,,,,,,,,Dividend - Rs 20.0 Per Share,BAJAJ-AUTO,BAJAJ-AUTO,,yahoo
,,BAJAJ-AUTO,02-Jul-2009,,,,,,,,Dividend - Rs 11.0 Per Share,BAJAJ-AUTO,BAJAJ-AUTO,,yahoo
,,BAJAJ-AUTO,27-Jun-2008,,,,,,,,Dividend - Rs 10.0 Per Share,BAJAJ-AUTO,BAJAJ-AUTO,,yahoo
