exDate,recDate,subject,faceVal
14-May-2026 15:24:39,14-May-2026 15:24:39,Record Date,1
13-May-2026 14:20:09,13-May-2026 14:20:09,Dividend,1
04-Feb-2026 14:12:34,04-Feb-2026 14:12:34,Dividend,1
04-Feb-2026 14:02:59,04-Feb-2026 14:02:59,Record Date,1
04-Feb-2026 14:01:42,04-Feb-2026 14:01:42,Dividend,1
10-Dec-2025 16:35:13,10-Dec-2025 16:35:13,Copy of Newspaper Publication,1
16-May-2025 17:27:22,16-May-2025 17:27:22,Record Date,1
15-May-2025 14:58:52,15-May-2025 14:58:52,Dividend,1
15-May-2025 14:42:51,15-May-2025 14:42:51,Record Date,1
03-Feb-2025 14:01:41,03-Feb-2025 14:01:41,Record Date,1
03-Feb-2025 14:00:10,03-Feb-2025 14:00:10,Dividend,1
18-Dec-2024 16:37:06,18-Dec-2024 16:37:06,Press Release,1
13-May-2024 14:09:10,13-May-2024 14:09:10,Book Closure,1
13-May-2024 14:06:47,13-May-2024 14:06:47,Dividend,1
01-Feb-2024 13:15:43,01-Feb-2024 13:15:43,Record Date,1
01-Feb-2024 13:14:16,01-Feb-2024 13:14:16,Dividend,1
03-Feb-2023 14:51:38,03-Feb-2023 14:51:38,Record Date,1
03-Feb-2023 14:48:19,03-Feb-2023 14:48:19,Dividend,1
12-May-2022 19:02:39,12-May-2022 19:02:39,Book Closure,1
12-May-2022 18:51:57,12-May-2022 18:51:57,Dividend,1
12-May-2022 18:51:55,12-May-2022 18:51:55,Outcome of Board Meeting,1
07-Feb-2022 15:21:50,07-Feb-2022 15:21:50,Record Date,1
17-Jun-2021 18:51:11,17-Jun-2021 18:51:11,Book Closure,1
17-Jun-2021 18:25:48,17-Jun-2021 18:25:48,Dividend Updates,1
09-Jun-2021 20:51:09,09-Jun-2021 20:51:09,Updates,1
11-Feb-2021 15:36:36,11-Feb-2021 15:36:36,Record Date,1
11-Feb-2021 14:41:33,11-Feb-2021 14:41:33,Date of payment of dividend,1
11-Feb-2021 14:41:32,11-Feb-2021 14:41:32,Dividend Updates,1
11-Feb-2021 14:22:04,11-Feb-2021 14:22:04,Dividend,1
27-May-2020 17:43:00,27-May-2020 17:43:00,Dividend Updates,1
27-May-2020 16:32:00,27-May-2020 16:32:00,Outcome of Board Meeting,1
28-Feb-2020 11:05:00,28-Feb-2020 11:05:00,Record Date,1
28-Feb-2020 10:57:00,28-Feb-2020 10:57:00,Date of payment of dividend,1
28-Feb-2020 10:57:00,28-Feb-2020 10:57:00,Dividend,1
30-Apr-2019 17:27:00,30-Apr-2019 17:27:00,Dividend Updates,1
30-Apr-2019 17:27:00,30-Apr-2019 17:27:00,AGM/Book Closure,1
30-Apr-2019 16:40:00,30-Apr-2019 16:40:00,Dividend,1
05-Feb-2019 15:20:00,05-Feb-2019 15:20:00,Record Date,1
05-Feb-2019 15:19:00,05-Feb-2019 15:19:00,Dividend,1
07-May-2018 16:54:00,07-May-2018 16:54:00,AGM/Book Closure,1
07-May-2018 16:20:00,07-May-2018 16:20:00,Dividend,1
07-May-2018 15:46:00,07-May-2018 15:46:00,Dividend,1
12-Feb-2018 15:39:00,12-Feb-2018 15:39:00,Record Date,1
12-Feb-2018 15:37:00,12-Feb-2018 15:37:00,Dividend,1
