Metric,Mar 2011,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2025,Mar 2026
Sales,3461,4789,5994,7696,9164,55,194
  └─ Sales Growth %,,,25%,28%,19%,,255%
Expenses,3436,4740,5942,7638,9201,55,189
  └─ Material Cost %,97%,96%,97%,97%,98%,0%,0%
    └─ Raw material cost,3349.67,4602.31,5797.34,7486.54,8974.12,0.00,0.00
    └─ Change in inventory,0.00,-3.44,-9.58,-0.60,-5.94,0.00,0.00
  └─ Manufacturing Cost %,0%,0%,0%,0%,0%,0%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%,19%,26%
  └─ Other Cost %,2%,2%,2%,1%,2%,82%,72%
Operating Profit,25,50,52,58,-37,-0,5
OPM %,1%,1%,1%,1%,-0%,-1%,2%
Other Income,5,3,-0,4,11,7,23
  └─ Exceptional items,0.00,0.01,-1.07,0.11,-15.38,-12.60,-0.86
  └─ Other income normal,4.71,2.72,0.79,3.77,26.09,19.24,24.20
Interest,7,13,11,7,4,3,13
Depreciation,2,5,5,4,3,1,4
Profit before tax,20,35,37,51,-34,2,11
Tax %,36%,38%,37%,35%,-60%,1%,74%
Net Profit,13,15,21,33,-13,2,3
  └─ Profit from Associates,0,-7,-2,0,0,0,0
  └─ Minority share,0,0,0,0,3,0,0
  └─ Exceptional items AT,0,0,-1,0,-12,11,-0
  └─ Profit excl Excep,13,15,21,33,-1,-9,3
  └─ Profit for PE,13,15,21,33,-1,-9,3
  └─ Profit for EPS,13,15,21,33,-10,2,3
  └─ Profit Growth %,,,45%,53%,-103%,,136%
EPS in Rs,0.50,0.58,0.82,1.29,-0.41,0.08,0.12
Dividend Payout %,18%,59%,17%,4%,0%,0%,0%
