Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,485,386,424,516,568,579,556
  └─ Sales Growth %,,-20.46%,9.97%,21.70%,9.92%,2.01%,-4.02%
Expenses,432,322,311,358,392,430,452
  └─ Material Cost %,38.57%,33.72%,18.26%,16.30%,13.76%,15.53%,21.67%
    └─ Raw material cost,201,115,92,93,95,103,105
    └─ Change in inventory,-14,15,-15,-8,-17,-14,15
  └─ Manufacturing Cost %,12.80%,11.76%,15.42%,16.62%,17.61%,15.77%,16.18%
  └─ Employee Cost %,13.60%,14.46%,15.49%,15.14%,15.32%,16.20%,16.50%
  └─ Other Cost %,24.14%,23.44%,24.13%,21.33%,22.33%,26.73%,27.00%
Operating Profit,53,64,113,158,176,149,104
OPM %,11%,17%,27%,31%,31%,26%,19%
Other Income,-2,-2,3,3,8,4,2
  └─ Exceptional items,-3.91,-5.43,-0.05,-0.60,0.62,0.39,-2.04
  └─ Other income normal,1.58,3.57,2.78,3.49,7.10,3.32,4.33
Interest,33,33,23,21,26,30,31
Depreciation,35,26,24,26,32,35,39
Profit before tax,-17,3,70,114,126,88,35
Tax %,-8%,5%,25%,26%,26%,21%,28%
Net Profit,-16,3,52,84,93,70,26
  └─ Minority share,0,-0,0,0,0,0,0
  └─ Exceptional items AT,-4,-4,-0,-0,0,0,-1
  └─ Profit excl Excep,-12,7,52,84,93,70,27
  └─ Profit for PE,-12,7,52,84,93,70,27
  └─ Profit for EPS,-16,3,52,84,93,70,26
  └─ Profit Growth %,,157%,673%,62%,10%,-25%,-61%
EPS in Rs,-10.42,1.98,6.63,9.98,11.06,8.32,3.04
Dividend Payout %,-0%,126%,36%,84%,77%,43%,66%
