Metric,Mar 2011,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1031,1714,1695,2059,2044,1912,2141,2413,2616,2712,2932
  └─ Sales Growth %,,,-1.10%,21.47%,-0.73%,-6.44%,11.96%,12.72%,8.41%,3.66%,8.13%
Expenses,830,1261,1249,1507,1540,1638,1809,2081,2329,2243,2366
  └─ Material Cost %,35.19%,19.22%,19.88%,19.61%,22.45%,24.48%,20.90%,21.42%,22.83%,18.50%,13.94%
    └─ Raw material cost,392,330,402,378,476,435,460,630,601,593,488
    └─ Change in inventory,-29,-0,-65,26,-18,33,-13,-114,-4,-91,-79
  └─ Manufacturing Cost %,9.35%,8.18%,7.48%,7.75%,8.20%,7.90%,9.07%,9.96%,11.18%,9.28%,0.00%
  └─ Employee Cost %,27.18%,34.78%,36.90%,34.71%,37.30%,45.65%,45.85%,42.68%,46.19%,47.71%,49.35%
  └─ Other Cost %,8.75%,11.42%,9.46%,11.12%,7.42%,7.61%,8.70%,12.18%,8.84%,7.22%,17.41%
Operating Profit,201,452,445,552,503,274,331,332,286,469,566
OPM %,20%,26%,26%,27%,25%,14%,15%,14%,11%,17%,19%
Other Income,14,26,46,54,39,16,29,-20,22,4,52
  └─ Exceptional items,0,3,2,4,-6,-20,-10,-48,-4,-17,-4
  └─ Other income normal,14,23,44,49,44,36,39,27,26,21,56
Interest,56,49,49,57,62,48,57,86,120,159,174
Depreciation,69,214,211,240,283,308,308,281,311,294,339
Profit before tax,91,216,231,309,197,-65,-4,-55,-122,19,105
Tax %,12%,33%,33%,32%,20%,154%,-524%,-45%,26%,83%,7%
Net Profit,80,145,155,210,159,-165,18,-30,-153,3,97
  └─ Exceptional items AT,0,2,1,3,-5,5,-32,-21,-2,22,-2
  └─ Profit excl Excep,80,144,153,207,163,-170,50,-8,-151,-18,99
  └─ Profit for PE,80,144,153,207,163,-170,50,-8,-151,-18,99
  └─ Profit for EPS,80,145,155,210,159,-165,18,-30,-153,3,97
  └─ Profit Growth %,,,7%,35%,-21%,-204%,129%,-117%,-1707%,88%,642%
EPS in Rs,,,9.58,13.03,10.10,-10.53,1.15,-1.90,-9.79,0.21,6.22
Dividend Payout %,0%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%
