Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,1371,1438,1560,1531,12534,11119,10439,13609,16521,12962,2187,2377
  └─ Sales Growth %,9.64%,4.86%,8.50%,-1.84%,718.56%,-11.29%,-6.12%,30.37%,21.40%,-21.54%,-83.13%,8.67%
Interest,84,94,93,164,574,609,504,449,488,364,44,50
Expenses,1205,1243,1283,1247,11151,9842,8937,12278,14903,11044,1727,1994
  └─ Material Cost %,67.71%,65.48%,62.46%,67.84%,64.07%,61.72%,61.49%,67.15%,63.82%,53.63%,44.62%,48.39%
    └─ Raw material cost,933,945,980,1048,8339,6902,6325,9547,10670,6673,1000,1184
    └─ Change in inventory,-5,-3,-6,-9,-309,-40,93,-409,-126,278,-24,-34
  └─ Manufacturing Cost %,7.22%,7.76%,6.70%,3.97%,3.77%,3.95%,5.20%,5.54%,5.27%,8.89%,8.27%,0.00%
  └─ Employee Cost %,6.53%,6.75%,6.66%,7.35%,8.82%,10.10%,10.69%,9.43%,8.78%,9.87%,13.23%,12.97%
  └─ Other Cost %,6.46%,6.47%,6.46%,2.29%,12.31%,12.75%,8.23%,8.11%,12.34%,12.82%,12.83%,22.51%
Financing Profit,82,101,183,120,809,668,998,882,1130,1553,417,333
Financing Margin %,6%,7%,12%,8%,6%,6%,10%,6%,7%,12%,19%,14%
Other Income,27,26,28,29,-33,-84,52,26,-7,2929,52,109
  └─ Exceptional items,-0,-1,-0,2,-40,-110,21,4,-33,2897,18,-10
  └─ Other income normal,27,27,28,27,7,26,31,22,25,32,34,118
Depreciation,34,37,40,42,367,423,428,428,456,373,68,65
Profit before tax,74,90,171,108,409,161,622,479,667,4109,400,377
Tax %,19%,24%,24%,29%,34%,-85%,38%,35%,32%,16%,25%,25%
Net Profit,178,250,345,207,457,522,678,731,1071,4194,755,843
  └─ Profit from Associates,119,182,216,130,188,224,293,417,618,726,456,559
  └─ Minority share,-5,-8,-13,-6,-97,-67,-170,-103,-133,-301,-23,-20
  └─ Exceptional items AT,-0,-1,-0,1,-25,-61,10,2,-21,2445,13,-7
  └─ Profit excl Excep,179,251,346,206,482,583,668,729,1092,1749,742,851
  └─ Profit for PE,174,243,332,200,380,508,501,626,956,1623,719,830
  └─ Profit for EPS,173,242,332,201,361,455,508,628,938,3892,732,823
  └─ Profit Growth %,825%,40%,37%,-40%,90%,34%,-1%,25%,53%,70%,-56%,15%
EPS in Rs,199.70,279.03,382.63,231.31,415.28,402.92,450.08,555.74,830.10,3445.53,648.25,721.95
Dividend Payout %,4%,4%,3%,4%,3%,4%,2%,3%,3%,1%,8%,7%
