Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4.55,19.92,13.26,19.01,28.66,33.30
  └─ Sales Growth %,,337.80%,-33.43%,43.36%,50.76%,16.19%
Expenses,4.47,19.23,12.76,18.76,26.48,32.01
  └─ Material Cost %,81%,53%,83%,83%,71%,66%
    └─ Raw material cost,4.60,11.44,12.52,14.42,19.56,20.51
    └─ Change in inventory,-0.92,-0.81,-1.48,1.42,0.77,1.59
  └─ Manufacturing Cost %,0%,34%,1%,5%,17%,0%
  └─ Employee Cost %,10%,5%,7%,5%,3%,3%
  └─ Other Cost %,7%,4%,5%,5%,2%,27%
Operating Profit,0.08,0.69,0.50,0.25,2.18,1.29
OPM %,1.76%,3.46%,3.77%,1.32%,7.61%,3.87%
Other Income,0.09,0.06,0.11,0.13,-1.01,0.42
  └─ Exceptional items,0.00,0.00,0.00,0.00,-1.01,0.00
  └─ Other income normal,0.09,0.06,0.11,0.13,0.00,0.42
Interest,0.02,0.32,0.37,0.73,0.77,0.71
Depreciation,0.05,0.09,0.07,0.06,0.07,0.08
Profit before tax,0.10,0.34,0.17,-0.41,0.33,0.92
Tax %,40.00%,32.35%,94.12%,9.76%,48.48%,34.78%
Net Profit,0.07,0.23,-0.00,-0.45,0.17,0.60
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,-0.79,0.00
  └─ Profit excl Excep,0.07,0.23,0.00,-0.45,0.96,0.60
  └─ Profit for PE,0.07,0.23,0.00,-0.45,0.96,0.60
  └─ Profit for EPS,0.07,0.23,0.00,-0.45,0.17,0.60
  └─ Profit Growth %,,228.57%,-100.00%,,313.33%,-37.50%
EPS in Rs,0.37,0.52,-0.00,-1.02,0.39,1.36
Dividend Payout %,-0.00%,-0.00%,,-0.00%,-0.00%,-0.00%
