Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,614,719,779,789,733,908,899,1141,1046,1146,1281,1539
  └─ Sales Growth %,7.43%,17.20%,8.31%,1.24%,-7.03%,23.80%,-0.99%,26.97%,-8.35%,9.53%,11.77%,20.16%
Expenses,485,566,614,634,585,688,718,940,947,907,965,1104
  └─ Material Cost %,52.90%,51.08%,47.72%,45.11%,35.05%,30.59%,30.12%,33.57%,39.81%,35.61%,32.04%,29.92%
    └─ Raw material cost,328,374,418,314,257,294,330,390,401,443,373,497
    └─ Change in inventory,-3,-7,-46,42,0,-16,-59,-7,15,-35,38,-36
  └─ Manufacturing Cost %,5.81%,6.08%,6.69%,7.44%,9.84%,8.75%,10.41%,10.10%,11.05%,8.87%,8.86%,0.00%
  └─ Employee Cost %,13.41%,12.72%,16.42%,18.94%,24.06%,21.66%,26.18%,23.18%,27.38%,24.56%,22.86%,21.76%
  └─ Other Cost %,6.91%,8.85%,7.97%,8.84%,10.85%,14.84%,13.22%,15.47%,12.33%,10.09%,11.56%,20.07%
Operating Profit,129,153,165,155,148,219,181,202,99,239,316,435
OPM %,21%,21%,21%,20%,20%,24%,20%,18%,9%,21%,25%,28%
Other Income,5,5,15,22,33,17,90,21,17,15,-5,39
  └─ Exceptional items,0.11,-0.11,5.41,12.70,22.82,0.01,60.25,7.19,-0.26,6.67,-24.48,12.16
  └─ Other income normal,4.54,4.64,9.69,8.81,10.37,16.94,30.14,14.25,17.40,8.17,19.28,26.95
Interest,4,7,3,3,4,5,22,41,59,92,76,59
Depreciation,21,29,31,37,42,44,54,80,96,108,113,120
Profit before tax,108,122,146,137,136,188,195,102,-38,54,122,295
Tax %,33%,19%,29%,25%,19%,18%,25%,41%,-19%,41%,36%,18%
Net Profit,73,99,104,103,110,155,146,61,-31,32,78,243
  └─ Minority share,1,5,3,2,3,2,2,0,-2,-0,0,0
  └─ Exceptional items AT,0,-0,4,9,16,0,45,4,-0,1,-10,10
  └─ Profit excl Excep,73,99,101,94,93,155,101,56,-31,31,88,233
  └─ Profit for PE,74,104,104,96,96,156,103,56,-32,31,88,233
  └─ Profit for EPS,74,104,108,105,112,156,148,61,-33,32,78,243
  └─ Profit Growth %,-3%,41%,0%,-7%,-1%,63%,-34%,-45%,-158%,195%,186%,165%
EPS in Rs,4.78,6.73,6.71,6.45,6.88,9.57,9.06,3.49,-1.87,1.84,4.00,12.44
Dividend Payout %,6%,4%,4%,5%,7%,6%,6%,16%,0%,0%,12%,5%
