Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,5.80,6.69,6.57,7.28,9.87,19.34,13.44,12.17,6.73,2.18,1.23
  └─ Sales Growth %,,15.34%,-1.79%,10.81%,35.58%,95.95%,-30.51%,-9.45%,-44.70%,-67.61%,-43.58%
Expenses,6.76,8.02,7.35,8.56,12.96,20.42,19.81,20.69,10.17,2.64,2.98
  └─ Material Cost %,72%,67%,73%,73%,74%,66%,73%,79%,103%,70%,60%
    └─ Raw material cost,4.24,4.28,4.77,5.25,7.23,13.48,10.70,9.78,4.08,1.52,0.74
    └─ Change in inventory,-0.09,0.19,0.00,0.05,0.05,-0.79,-0.95,-0.19,2.85,0.00,0.00
  └─ Manufacturing Cost %,5%,4%,12%,17%,10%,6%,8%,9%,10%,14%,0%
  └─ Employee Cost %,23%,25%,12%,14%,22%,12%,20%,25%,16%,20%,74%
  └─ Other Cost %,18%,23%,15%,14%,26%,22%,47%,57%,22%,18%,108%
Operating Profit,-0.96,-1.33,-0.78,-1.28,-3.09,-1.08,-6.37,-8.52,-3.44,-0.46,-1.75
OPM %,-16.55%,-19.88%,-11.87%,-17.58%,-31.31%,-5.58%,-47.40%,-70.01%,-51.11%,-21.10%,-142.28%
Other Income,0.14,2.27,0.16,0.18,0.54,4.27,0.30,0.31,0.96,-2.03,1.05
  └─ Exceptional items,0.01,2.10,0.03,0.00,0.00,3.96,0.00,0.00,-0.65,-2.67,-0.03
  └─ Other income normal,0.13,0.17,0.13,0.18,0.54,0.31,0.30,0.31,1.61,0.64,1.08
Interest,0.32,0.34,0.20,0.07,0.38,0.29,0.31,0.15,0.30,0.10,0.12
Depreciation,0.18,0.09,0.12,0.20,0.26,0.36,0.43,0.69,0.53,0.60,0.21
Profit before tax,-1.32,0.51,-0.94,-1.37,-3.19,2.54,-6.81,-9.05,-3.31,-3.19,-1.03
Tax %,-34.09%,45.10%,3.19%,-0.73%,-10.66%,40.94%,1.91%,0.66%,21.45%,-0.63%,-0.97%
Net Profit,-0.88,0.28,-0.97,-1.36,-2.85,1.50,-6.93,-9.11,-4.02,-3.17,-1.02
  └─ Minority share,0,0,0,0,0,0,0,0,-1,1,0
  └─ Exceptional items AT,0,2,0,0,0,3,0,0,-1,-3,-0
  └─ Profit excl Excep,-1,-2,-1,-1,-3,-1,-7,-9,-4,-0,-1
  └─ Profit for PE,-1,-2,-1,-1,-3,-1,-7,-9,-4,-0,-1
  └─ Profit for EPS,-1,0,-1,-1,-3,2,-7,-9,-5,-2,-1
  └─ Profit Growth %,,-79%,37%,-36%,-110%,50%,-388%,-31%,55%,92%,-219%
EPS in Rs,-3.07,0.98,-3.39,-3.62,-7.19,3.21,-14.83,-19.49,-9.78,-4.22,-0.90
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
