Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Sales,86.96,151.32,97.96,149.84,81.88,75.46,92.82,61.68,9.87,6.80,5.77
  └─ Sales Growth %,,74.01%,-35.26%,52.96%,-45.36%,-7.84%,23.01%,-33.55%,-84.00%,-31.10%,-15.15%
Expenses,81.79,140.97,92.28,139.74,79.42,75.93,98.02,78.31,12.88,12.23,10.03
  └─ Material Cost %,56%,44%,44%,46%,46%,53%,67%,58%,12%,60%,75%
    └─ Raw material cost,48.86,68.18,43.07,68.96,37.00,40.53,61.99,36.46,0.42,4.07,3.62
    └─ Change in inventory,-0.11,-0.96,-0.37,-0.01,0.54,-0.68,0.10,-0.45,0.78,-0.01,0.73
  └─ Manufacturing Cost %,3%,34%,28%,29%,21%,14%,17%,17%,47%,0%,0%
  └─ Employee Cost %,12%,8%,12%,9%,14%,15%,13%,15%,37%,42%,31%
  └─ Other Cost %,23%,6%,11%,10%,16%,18%,9%,37%,34%,78%,67%
Operating Profit,5.17,10.35,5.68,10.10,2.46,-0.47,-5.20,-16.63,-3.01,-5.43,-4.26
OPM %,5.95%,6.84%,5.80%,6.74%,3.00%,-0.62%,-5.60%,-26.96%,-30.50%,-79.85%,-73.83%
Other Income,1.19,1.38,2.62,1.58,3.28,3.40,5.93,3.82,5.54,3.98,2.02
  └─ Exceptional items,-0.03,-0.10,1.11,0.00,-0.05,-0.17,-0.08,-0.04,-0.03,0.00,0.00
  └─ Other income normal,1.22,1.48,1.51,1.58,3.33,3.57,6.01,3.86,5.57,3.98,2.02
Interest,2.33,3.82,3.59,4.08,3.33,3.31,4.62,4.24,1.49,0.98,0.33
Depreciation,0.68,1.24,1.16,1.40,1.44,1.61,1.55,1.81,0.75,0.40,0.25
Profit before tax,3.35,6.67,3.55,6.20,0.97,-1.99,-5.44,-18.86,0.29,-2.83,-2.82
Tax %,45.07%,51.12%,40.00%,38.87%,-12.37%,-25.63%,-15.26%,15.43%,82.76%,-1.41%,-15.96%
Net Profit,1.84,3.27,2.13,3.79,1.09,-1.48,-4.61,-21.78,0.05,-2.78,-2.38
  └─ Exceptional items AT,-0.02,-0.05,0.67,0.00,0.00,-0.17,-0.08,-0.04,0.00,0.00,0.00
  └─ Profit excl Excep,1.86,3.32,1.46,3.79,1.09,-1.31,-4.53,-21.74,0.05,-2.78,-2.38
  └─ Profit for PE,1.86,3.32,1.46,3.79,1.09,-1.31,-4.53,-21.74,0.05,-2.78,-2.38
  └─ Profit for EPS,1.84,3.27,2.13,3.79,1.09,-1.48,-4.61,-21.78,0.05,-2.78,-2.38
  └─ Profit Growth %,,78.49%,-56.02%,159.59%,-71.24%,-220.18%,-245.80%,-379.91%,100.23%,-5660.00%,14.39%
EPS in Rs,13.76,9.78,6.37,11.34,3.26,-4.43,-13.79,-65.15,0.15,-8.32,-7.12
Dividend Payout %,7.28%,12.26%,15.68%,10.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
