Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,719,715,742,964,1043,846,925,1571,1617,1445,1393,1303
  └─ Sales Growth %,20.61%,-0.53%,3.78%,29.88%,8.19%,-18.85%,9.26%,69.93%,2.88%,-10.63%,-3.60%,-6.44%
Expenses,605,575,582,695,750,668,793,1284,1364,1250,1255,1202
  └─ Material Cost %,54%,50%,48%,46%,45%,46%,55%,55%,55%,56%,57%,59%
    └─ Raw material cost,438,316,333,447,498,370,480,948,912,787,800,699
    └─ Change in inventory,-49,44,26,-7,-31,18,24,-89,-24,28,-3,67
  └─ Manufacturing Cost %,15%,14%,13%,12%,13%,15%,15%,15%,17%,16%,0%,0%
  └─ Employee Cost %,7%,8%,9%,7%,7%,9%,8%,5%,5%,6%,7%,7%
  └─ Other Cost %,8%,8%,8%,7%,7%,9%,9%,7%,7%,7%,26%,26%
Operating Profit,114,140,160,269,293,178,132,288,253,195,137,101
OPM %,16%,20%,22%,28%,28%,21%,14%,18%,16%,14%,10%,8%
Other Income,3,3,9,11,10,9,14,2,6,39,32,31
  └─ Exceptional items,-1.19,-0.49,-0.43,-3.02,2.91,3.39,1.57,0.04,1.25,21.49,0.00,-5.39
  └─ Other income normal,3.97,3.53,9.29,14.07,6.80,5.72,12.34,2.27,4.83,17.87,32.10,36.88
Interest,17,9,2,1,1,1,1,1,1,2,2,1
Depreciation,14,15,20,24,24,34,37,48,56,53,54,55
Profit before tax,86,119,147,255,278,152,107,241,202,180,114,76
Tax %,34%,34%,34%,33%,33%,14%,17%,27%,26%,26%,10%,27%
Net Profit,57,78,97,170,185,131,88,176,149,133,103,56
  └─ Exceptional items AT,-1,-0,-0,-2,2,3,1,0,1,16,0,-4
  └─ Profit excl Excep,58,79,97,172,183,128,87,176,148,117,103,60
  └─ Profit for PE,58,79,97,172,183,128,87,176,148,117,103,60
  └─ Profit for EPS,57,78,97,170,185,131,88,176,149,133,103,56
  └─ Profit Growth %,134%,36%,24%,77%,6%,-30%,-32%,102%,-16%,-21%,-12%,-42%
EPS in Rs,3.55,4.87,5.94,10.33,11.17,7.89,5.32,10.57,8.95,7.98,6.16,3.33
Dividend Payout %,28%,25%,30%,24%,22%,32%,38%,28%,34%,38%,32%,45%
