Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,294,132,46,243,15,1,1,48,380,958,1488,1756
  └─ Sales Growth %,,-55.06%,-64.79%,422.54%,-93.99%,-96.09%,40.35%,5877.50%,695.27%,152.01%,55.27%,18.03%
Expenses,293,137,48,243,17,2,2,44,329,869,1370,1640
  └─ Material Cost %,99%,100%,102%,99%,88%,100%,100%,24%,52%,64%,61%,70%
    └─ Raw material cost,291,131,47,242,13,1,1,38,248,618,825,1248
    └─ Change in inventory,0,0,0,0,0,0,0,-26,-49,-1,87,-18
  └─ Manufacturing Cost %,0%,0%,0%,0%,0%,0%,0%,20%,20%,17%,21%,0%
  └─ Employee Cost %,0%,1%,2%,1%,10%,247%,121%,28%,5%,4%,4%,7%
  └─ Other Cost %,0%,4%,1%,0%,20%,63%,51%,19%,9%,5%,6%,17%
Operating Profit,1,-5,-2,-1,-2,-2,-1,4,51,89,118,116
OPM %,0%,-4%,-4%,-0%,-17%,-311%,-172%,8%,13%,9%,8%,7%
Other Income,-0,2,0,-5,-6,0,1,159,14,135,83,423
  └─ Exceptional items,-0,1,0,-5,-6,0,1,150,-3,106,21,-4
  └─ Other income normal,0,0,0,0,0,0,0,9,17,29,62,427
Interest,0,1,2,0,0,0,0,1,5,6,27,48
Depreciation,0,0,0,0,0,0,0,1,2,5,11,23
Profit before tax,0,-5,-4,-6,-8,-2,-0,161,57,213,163,469
Tax %,11%,7%,0%,0%,0%,-45%,0%,4%,22%,18%,23%,20%
Net Profit,3,-3,-1,-4,-44,-1,1,154,68,175,123,417
  └─ Profit from Associates,2,3,2,2,-36,0,1,-1,23,0,-3,42
  └─ Minority share,0,0,0,0,0,0,0,-3,-19,-57,-66,-134
  └─ Exceptional items AT,-0,1,0,-5,-6,0,1,146,-2,84,16,-3
  └─ Profit excl Excep,3,-4,-2,2,-38,-1,0,8,70,91,107,420
  └─ Profit for PE,3,-4,-2,2,-38,-1,0,7,50,61,50,286
  └─ Profit for EPS,3,-3,-1,-4,-44,-1,1,151,49,118,57,283
  └─ Profit Growth %,,-232%,61%,209%,-2414%,99%,117%,8120%,582%,21%,-19%,476%
EPS in Rs,0.02,-0.02,-0.01,-0.03,-0.32,-0.00,0.01,0.99,0.32,0.77,0.37,1.90
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,17%,26%,11%,22%,3%
