Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,76,61,121,112,193,368,286
  └─ Sales Growth %,,-20.79%,99.85%,-7.33%,72.08%,90.49%,-22.37%
Expenses,75,58,114,97,175,346,267
  └─ Manufacturing Cost %,89%,86%,87%,80%,86%,90%,0%
  └─ Employee Cost %,4%,5%,2%,3%,3%,2%,3%
  └─ Other Cost %,4%,6%,5%,4%,2%,2%,91%
Operating Profit,2,2,7,15,19,21,18
OPM %,2%,4%,6%,13%,10%,6%,6%
Other Income,0,0,0,0,2,4,4
  └─ Exceptional items,0.00,0.08,0.00,0.00,0.00,0.15,0.00
  └─ Other income normal,0.22,0.28,0.18,0.49,2.31,4.27,4.38
Interest,0,0,0,1,2,1,2
Depreciation,0,0,0,1,3,5,6
Profit before tax,2,2,7,13,16,19,15
Tax %,26%,26%,26%,26%,26%,26%,27%
Net Profit,1,2,7,10,12,15,11
  └─ Profit from Associates,-0.07,0.19,1.98,0.09,0.36,0.22,0.08
  └─ Exceptional items AT,0.00,0.06,0.00,0.00,0.00,0.11,0.00
  └─ Profit excl Excep,1.26,1.82,7.22,9.85,12.02,14.47,11.15
  └─ Profit for PE,1.26,1.82,7.22,9.85,12.02,14.47,11.15
  └─ Profit for EPS,1.26,1.88,7.22,9.85,12.02,14.58,11.15
  └─ Profit Growth %,,44.44%,296.70%,36.43%,22.03%,20.38%,-22.94%
EPS in Rs,21.00,31.33,36.95,10.08,9.03,10.95,8.38
Dividend Payout %,52%,11%,0%,0%,0%,0%,18%
