Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.00,28.70,33.47,32.09,31.87,34.81,34.41,41.93,35.68,38.82,36.11
  └─ Sales Growth %,,,16.62%,-4.12%,-0.69%,9.22%,-1.15%,21.85%,-14.91%,8.80%,-6.98%
Expenses,0.04,20.80,20.37,22.43,22.47,22.84,26.00,29.74,28.73,31.37,31.66
  └─ Material Cost %,,2%,-0%,0%,0%,-0%,-1%,1%,-1%,1%,6%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24
    └─ Change in inventory,0.00,0.47,-0.04,0.08,0.16,-0.06,-0.49,0.47,-0.43,0.42,-0.12
  └─ Manufacturing Cost %,,15%,13%,2%,7%,7%,7%,7%,8%,7%,8%
  └─ Employee Cost %,,43%,41%,49%,49%,44%,55%,47%,56%,56%,58%
  └─ Other Cost %,,12%,7%,19%,13%,16%,15%,16%,18%,17%,16%
Operating Profit,-0.04,7.90,13.10,9.66,9.40,11.97,8.41,12.19,6.95,7.45,4.45
OPM %,,27.53%,39.14%,30.10%,29.49%,34.39%,24.44%,29.07%,19.48%,19.19%,12.32%
Other Income,0.00,0.11,0.19,0.32,0.12,0.51,1.61,1.38,-0.25,-0.73,0.98
  └─ Exceptional items,0.00,0.10,0.00,0.01,-0.15,0.01,0.02,0.07,-0.62,-1.04,0.00
  └─ Other income normal,0.00,0.01,0.19,0.31,0.27,0.50,1.59,1.31,0.37,0.31,0.98
Interest,0.00,0.18,0.82,0.51,0.16,0.08,0.20,0.17,0.01,0.01,0.01
Depreciation,0.00,1.23,1.25,0.73,0.65,0.70,0.74,0.73,0.78,1.04,0.79
Profit before tax,-0.04,6.60,11.22,8.74,8.71,11.70,9.08,12.67,5.91,5.67,4.63
Tax %,0.00%,11.36%,17.74%,13.96%,18.03%,16.32%,11.89%,23.05%,41.12%,10.76%,42.12%
Net Profit,-0.04,5.85,9.23,7.52,7.14,9.79,7.99,9.75,3.48,5.06,2.69
  └─ Exceptional items AT,0,0,0,0,-0,0,0,0,-0,-1,0
  └─ Profit excl Excep,-0,6,9,8,7,10,8,10,4,6,3
  └─ Profit for PE,-0,6,9,8,7,10,8,10,4,6,3
  └─ Profit for EPS,-0,6,9,8,7,10,8,10,3,5,3
  └─ Profit Growth %,,14500%,60%,-19%,-3%,35%,-19%,22%,-60%,51%,-54%
EPS in Rs,,5.85,9.23,7.52,7.14,9.79,7.99,9.75,3.48,5.06,2.69
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
