Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,5639,5780,5788,6900,7771,7767,8308,9627,11547,10922,12077,13538
  └─ Sales Growth %,-8.78%,2.51%,0.14%,19.21%,12.62%,-0.05%,6.97%,15.88%,19.94%,-5.41%,10.57%,12.10%
Expenses,5240,5276,5017,5866,6402,6575,7156,7831,9941,9932,10747,12041
  └─ Material Cost %,61%,59%,53%,54%,48%,49%,54%,46%,49%,53%,52%,52%
    └─ Raw material cost,3403,3618,3284,3659,3999,4037,4155,4813,5674,6122,6303,6953
    └─ Change in inventory,27,-208,-241,35,-308,-222,371,-377,0,-316,-15,46
  └─ Manufacturing Cost %,17%,16%,18%,16%,18%,18%,15%,21%,25%,24%,22%,14%
  └─ Employee Cost %,8%,8%,9%,9%,9%,9%,9%,8%,8%,9%,9%,9%
  └─ Other Cost %,8%,8%,7%,6%,8%,8%,8%,7%,4%,5%,6%,14%
Operating Profit,399,505,771,1035,1369,1192,1152,1796,1606,991,1330,1497
OPM %,7%,9%,13%,15%,18%,15%,14%,19%,14%,9%,11%,11%
Other Income,52,41,47,56,88,88,92,92,120,99,142,173
  └─ Exceptional items,7,1,4,13,22,1,10,28,39,41,27,-23
  └─ Other income normal,45,40,43,43,66,86,82,64,80,57,115,196
Interest,112,85,71,83,119,164,122,85,53,88,153,176
Depreciation,110,98,114,141,157,219,233,238,260,303,410,502
Profit before tax,228,362,633,867,1180,897,889,1565,1413,699,909,992
Tax %,8%,17%,13%,23%,24%,20%,24%,32%,36%,36%,34%,14%
Net Profit,211,301,552,669,904,722,674,1067,911,447,604,856
  └─ Profit from Associates,0,1,0,0,2,3,2,1,0,0,0,0
  └─ Minority share,0,1,-1,1,1,-5,-1,0,0,0,0,-3
  └─ Exceptional items AT,5,1,3,10,16,1,7,19,26,27,18,-19
  └─ Profit excl Excep,205,300,550,659,888,721,667,1048,885,420,586,875
  └─ Profit for PE,205,301,549,660,889,716,666,1048,885,420,586,872
  └─ Profit for EPS,211,302,552,670,906,717,673,1067,911,447,604,853
  └─ Profit Growth %,-13%,47%,82%,20%,35%,-20%,-7%,57%,-16%,-53%,40%,49%
EPS in Rs,12.98,18.58,33.97,41.22,56.99,45.96,43.17,68.45,58.41,28.67,38.75,54.73
Dividend Payout %,17%,17%,17%,20%,17%,18%,22%,22%,24%,23%,23%,21%
