Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1029,921,936,1184,1313,1352,1295,1911,1985,2182,2596,2759
  └─ Sales Growth %,-1.12%,-10.47%,1.60%,26.55%,10.90%,2.92%,-4.24%,47.63%,3.84%,9.93%,18.97%,6.30%
Expenses,894,770,790,1010,1116,1148,1092,1519,1581,1783,2180,2291
  └─ Material Cost %,54.39%,45.57%,40.36%,46.49%,45.70%,39.94%,41.21%,42.16%,39.14%,44.02%,45.84%,43.19%
    └─ Raw material cost,596,398,446,596,662,606,505,865,971,882,1193,1231
    └─ Change in inventory,-37,22,-68,-45,-62,-66,28,-60,-194,78,-3,-39
  └─ Manufacturing Cost %,14.88%,16.92%,21.51%,18.25%,18.02%,22.12%,19.12%,16.46%,17.37%,15.60%,15.49%,0.00%
  └─ Employee Cost %,8.92%,12.32%,14.03%,12.37%,12.96%,13.63%,14.30%,10.11%,10.84%,13.01%,12.81%,14.60%
  └─ Other Cost %,8.71%,8.78%,8.49%,8.13%,8.27%,9.22%,9.71%,10.75%,12.32%,9.11%,9.84%,25.25%
Operating Profit,135,151,146,175,198,204,203,392,403,399,416,468
OPM %,13%,16%,16%,15%,15%,15%,16%,21%,20%,18%,16%,17%
Other Income,15,32,41,47,37,45,68,52,54,80,100,102
  └─ Exceptional items,2,1,0,-5,-0,-0,11,6,5,-8,10,0
  └─ Other income normal,12,31,41,52,37,45,57,46,49,88,90,102
Interest,9,10,19,23,32,37,29,21,28,40,55,58
Depreciation,32,26,24,29,38,52,68,63,64,68,108,123
Profit before tax,109,147,144,170,164,159,175,360,366,372,353,388
Tax %,31%,32%,30%,29%,27%,21%,23%,24%,24%,25%,26%,24%
Net Profit,75,100,101,120,119,126,134,274,278,279,263,293
  └─ Minority share,0,1,1,-1,-2,-3,-4,-7,-11,-15,-7,-8
  └─ Exceptional items AT,2,1,0,-3,-0,-0,8,4,1,-6,7,0
  └─ Profit excl Excep,74,99,101,123,119,126,126,270,277,285,256,293
  └─ Profit for PE,74,100,103,123,117,123,122,263,266,269,249,285
  └─ Profit for EPS,75,100,103,119,117,123,130,267,267,264,256,285
  └─ Profit Growth %,-11%,35%,3%,20%,-5%,5%,-1%,116%,1%,1%,-8%,15%
EPS in Rs,23.85,38.17,39.14,48.84,47.73,50.18,53.19,109.31,116.32,115.06,112.99,125.84
Dividend Payout %,21%,8%,0%,0%,0%,0%,0%,0%,0%,0%,18%,16%
