Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,585,860,1197,1358,1409,1546
  └─ Sales Growth %,,47.03%,39.12%,13.51%,3.73%,9.76%
Expenses,426,629,856,971,1002,1076
  └─ Material Cost %,43.01%,45.16%,46.05%,43.92%,42.00%,40.86%
    └─ Raw material cost,257,436,548,630,603,607
    └─ Change in inventory,-6,-47,3,-33,-11,25
  └─ Manufacturing Cost %,17.53%,16.50%,14.46%,15.50%,16.64%,0.00%
  └─ Employee Cost %,8.39%,7.99%,7.34%,8.45%,8.88%,8.83%
  └─ Other Cost %,3.93%,3.51%,3.65%,3.59%,3.61%,19.87%
Operating Profit,159,231,341,388,407,471
OPM %,27%,27%,28%,29%,29%,30%
Other Income,6,6,6,13,37,31
  └─ Exceptional items,0.03,-0.00,0.05,-0.00,-0.12,-0.00
  └─ Other income normal,5.83,6.06,5.70,13.35,37.45,30.81
Interest,12,7,12,12,8,10
Depreciation,36,38,54,65,77,89
Profit before tax,117,192,280,324,360,402
Tax %,26%,26%,25%,25%,26%,25%
Net Profit,86,142,209,243,267,302
  └─ Exceptional items AT,0,0,0,0,-0,0
  └─ Profit excl Excep,86,142,209,243,268,302
  └─ Profit for PE,86,142,209,243,268,302
  └─ Profit for EPS,86,142,209,243,267,302
  └─ Profit Growth %,,65%,47%,16%,10%,13%
EPS in Rs,965.92,15.90,23.32,25.79,28.38,31.97
Dividend Payout %,0%,0%,6%,16%,11%,13%
