Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4.95,2.90,2.45,2.38,7.09,6.49
  └─ Sales Growth %,,-41.41%,-15.52%,-2.86%,197.90%,-8.46%
Expenses,4.41,2.28,1.24,0.93,1.80,1.19
  └─ Material Cost %,85.86%,63.45%,8.98%,5.88%,2.54%,0.00%
    └─ Raw material cost,4.31,2.07,1.75,1.02,0.01,0.00
    └─ Change in inventory,-0.06,-0.23,-1.53,-0.88,0.17,0.00
  └─ Manufacturing Cost %,0.00%,2.41%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,0.61%,5.17%,9.39%,5.88%,5.22%,6.32%
  └─ Other Cost %,2.63%,7.59%,32.24%,27.31%,17.63%,12.02%
Operating Profit,0.54,0.62,1.21,1.45,5.29,5.30
OPM %,10.91%,21.38%,49.39%,60.92%,74.61%,81.66%
Other Income,-0.00,0.09,-0.00,0.07,0.03,0.65
  └─ Other income normal,0.00,0.09,0.00,0.07,0.03,0.65
Interest,-0.00,-0.00,0.07,0.32,0.28,0.37
Depreciation,-0.00,-0.00,0.02,0.04,0.04,0.04
Profit before tax,0.54,0.71,1.12,1.16,5.00,5.54
Tax %,25.93%,1.41%,0.89%,-0.00%,-0.00%,-0.00%
Net Profit,0.40,0.71,1.12,1.16,5.00,5.55
  └─ Profit excl Excep,0.40,0.71,1.12,1.16,5.00,5.55
  └─ Profit for PE,0.40,0.71,1.12,1.16,5.00,5.55
  └─ Profit for EPS,0.40,0.71,1.12,1.16,5.00,5.55
  └─ Profit Growth %,,77.50%,57.75%,3.57%,331.03%,11.00%
EPS in Rs,0.74,1.31,2.07,2.15,9.26,10.28
Dividend Payout %,-0.00%,-0.00%,4.82%,-0.00%,-0.00%,-0.00%
