Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1029,954,1616,2066,1900,2248,2227
  └─ Sales Growth %,,-7.25%,69.29%,27.90%,-8.05%,18.33%,-0.95%
Expenses,614,601,1180,1493,1429,1666,1573
  └─ Material Cost %,41.67%,40.62%,53.28%,52.00%,53.23%,53.20%,46.45%
    └─ Raw material cost,432,416,861,1079,1010,1182,1067
    └─ Change in inventory,-3,-28,-0,-4,1,14,-32
  └─ Manufacturing Cost %,10.01%,12.16%,12.73%,13.53%,12.82%,12.30%,7.21%
  └─ Employee Cost %,6.26%,7.63%,5.21%,4.83%,6.27%,6.22%,7.88%
  └─ Other Cost %,1.74%,2.57%,1.82%,1.91%,2.89%,2.39%,9.10%
Operating Profit,415,353,435,573,471,582,654
OPM %,40%,37%,27%,28%,25%,26%,29%
Other Income,45,26,61,52,39,44,53
  └─ Other income normal,45,26,61,52,39,44,53
Interest,2,1,2,3,5,2,0
Depreciation,33,43,45,59,73,89,111
Profit before tax,425,335,449,563,432,536,595
Tax %,21%,20%,23%,26%,25%,24%,25%
Net Profit,334,269,347,419,323,405,444
  └─ Profit excl Excep,334,269,347,419,323,405,444
  └─ Profit for PE,334,269,347,419,323,405,444
  └─ Profit for EPS,334,269,347,419,323,405,444
  └─ Profit Growth %,,-19%,29%,21%,-23%,25%,10%
EPS in Rs,32.48,26.20,33.72,40.78,31.16,39.09,42.80
Dividend Payout %,17%,23%,19%,17%,22%,19%,20%
