Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Sales,225.62,264.56,252.61,140.09,94.17,81.74,15.75,0.63,0.10
  └─ Sales Growth %,,17%,-5%,-45%,-33%,-13%,-81%,-96%,-84%
Expenses,219.38,258.08,256.05,144.09,100.61,87.59,25.29,6.10,2.94
  └─ Material Cost %,88%,88%,91%,86%,86%,88%,89%,244%,390%
    └─ Raw material cost,199.21,246.33,212.74,118.52,75.59,69.82,12.65,-0.81,0.05
    └─ Change in inventory,-0.63,-14.03,16.03,2.18,5.25,2.44,1.38,2.35,0.34
  └─ Manufacturing Cost %,1%,0%,0%,1%,1%,0%,1%,38%,110%
  └─ Employee Cost %,3%,4%,4%,7%,9%,9%,36%,395%,910%
  └─ Other Cost %,5%,5%,6%,9%,12%,9%,34%,290%,1530%
Operating Profit,6.24,6.48,-3.44,-4.00,-6.44,-5.85,-9.54,-5.47,-2.84
OPM %,2.77%,2.45%,-1.36%,-2.86%,-6.84%,-7.16%,-60.57%,-868.25%,-2840.00%
Other Income,2.14,0.76,2.05,0.63,0.96,2.58,-15.31,7.92,0.57
  └─ Exceptional items,-0.03,0.08,-0.01,-0.01,-0.11,0.73,-15.66,6.91,-0.89
  └─ Other income normal,2.17,0.68,2.06,0.64,1.07,1.85,0.35,1.01,1.46
Interest,1.40,3.33,6.89,8.23,7.26,6.88,2.36,0.95,0.47
Depreciation,1.11,1.63,1.53,4.07,3.84,3.92,2.07,0.37,0.18
Profit before tax,5.87,2.28,-9.81,-15.67,-16.58,-14.07,-29.28,1.13,-2.92
Tax %,42.42%,61.40%,2.04%,-4.79%,-1.81%,-6.47%,-0.17%,0.88%,0.00%
Net Profit,4.37,1.10,-7.23,-14.93,-16.28,-13.16,-29.22,1.12,-2.92
  └─ Profit from Associates,0,0,3,0,0,0,0,0,0
  └─ Minority share,0,1,1,0,0,0,0,0,0
  └─ Exceptional items AT,-0,0,-0,-0,-0,1,-16,7,-1
  └─ Profit excl Excep,4,1,-7,-15,-16,-14,-14,-6,-2
  └─ Profit for PE,4,2,-7,-15,-16,-14,-14,-6,-2
  └─ Profit for EPS,4,2,-7,-15,-16,-13,-29,1,-3
  └─ Profit Growth %,,-61%,-492%,-122%,-8%,14%,2%,57%,65%
EPS in Rs,0.66,0.26,-1.01,-2.24,-2.44,-1.89,-4.01,0.15,-0.40
Dividend Payout %,40.30%,68.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
