Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1,54,122,176,249,158
  └─ Sales Growth %,,3697.16%,127.90%,44.16%,41.77%,-36.59%
Expenses,1,46,101,151,229,143
  └─ Material Cost %,40%,69%,62%,72%,79%,70%
    └─ Raw material cost,1,61,97,122,193,140
    └─ Change in inventory,0,-24,-21,4,4,-28
  └─ Manufacturing Cost %,9%,10%,14%,6%,7%,0%
  └─ Employee Cost %,22%,5%,4%,2%,2%,3%
  └─ Other Cost %,9%,3%,3%,6%,4%,18%
Operating Profit,0,7,21,24,21,15
OPM %,19%,13%,17%,14%,8%,9%
Other Income,0,2,4,3,11,6
  └─ Exceptional items,0.00,0.00,-0.01,0.00,2.27,0.00
  └─ Other income normal,0.00,1.58,3.65,3.48,8.62,6.02
Interest,0,2,5,6,10,7
Depreciation,0,3,10,11,9,9
Profit before tax,0,4,9,11,12,5
Tax %,0%,24%,21%,21%,13%,-48%
Net Profit,0,3,7,8,10,7
  └─ Minority share,0.00,0.00,-0.04,0.10,0.27,-0.69
  └─ Exceptional items AT,0.00,0.00,-0.01,0.00,1.81,0.00
  └─ Profit excl Excep,0.01,3.17,7.17,8.50,8.28,7.00
  └─ Profit for PE,0.01,3.17,7.13,8.60,8.55,6.31
  └─ Profit for EPS,0.01,3.17,7.12,8.60,10.36,6.31
  └─ Profit Growth %,,31600.00%,124.92%,20.62%,-0.58%,-26.20%
EPS in Rs,0.02,1.27,2.85,3.44,4.14,2.52
Dividend Payout %,1500%,30%,13%,11%,6%,10%
