Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,27,41,111,60,158,75,72,250,438,471,936,1497
  └─ Sales Growth %,,54%,168%,-46%,165%,-53%,-4%,249%,75%,8%,99%,60%
Expenses,22,32,82,50,125,64,54,216,367,386,761,1178
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,0%,75%,0%,0%,69%
    └─ Raw material cost,0,0,0,0,0,0,0,0,327,0,0,1033
  └─ Manufacturing Cost %,76%,61%,65%,65%,66%,64%,47%,79%,3%,71%,72%,0%
  └─ Employee Cost %,4%,7%,4%,10%,5%,11%,11%,3%,2%,3%,4%,3%
  └─ Other Cost %,2%,9%,5%,9%,7%,11%,17%,4%,4%,8%,6%,6%
Operating Profit,5,10,29,10,33,11,18,34,70,85,176,320
OPM %,18%,23%,26%,17%,21%,14%,25%,14%,16%,18%,19%,21%
Other Income,0,0,0,0,0,1,1,3,5,13,20,8
  └─ Exceptional items,0.00,0.01,0.07,-0.03,-0.04,0.00,-0.19,1.65,1.49,0.13,2.66,0.00
  └─ Other income normal,0.11,0.04,0.08,0.17,0.47,0.60,1.48,1.78,3.07,12.47,17.02,8.45
Interest,0,1,2,3,5,5,5,5,6,13,29,46
Depreciation,0,1,1,3,4,4,5,6,5,8,13,28
Profit before tax,4,8,26,4,25,3,9,27,64,76,154,254
Tax %,33%,34%,35%,50%,22%,60%,36%,33%,31%,24%,25%,29%
Net Profit,3,5,17,2,19,1,6,18,44,58,115,181
  └─ Exceptional items AT,0,0,0,-0,-0,0,-0,1,1,0,2,0
  └─ Profit excl Excep,3,5,17,2,19,1,6,17,43,58,113,181
  └─ Profit for PE,3,5,17,2,19,1,6,17,43,58,113,181
  └─ Profit for EPS,3,5,17,2,19,1,6,18,44,58,115,181
  └─ Profit Growth %,,77%,224%,-89%,930%,-94%,462%,178%,150%,36%,95%,60%
EPS in Rs,1.51,0.78,2.53,0.28,2.92,0.17,0.91,2.74,6.58,8.74,17.29,26.84
Dividend Payout %,0%,0%,6%,9%,6%,0%,0%,6%,2%,6%,3%,3%
