Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4.18,9.10,21.00,14.06,15.17,21.79,27.85,18.33,15.66
  └─ Sales Growth %,,117.70%,130.77%,-33.05%,7.89%,43.64%,27.81%,-34.18%,-14.57%
Expenses,2.97,6.93,17.62,12.31,12.62,17.30,21.49,11.47,10.11
  └─ Material Cost %,53.83%,35.38%,13.76%,19.84%,25.97%,20.01%,35.19%,9.60%,10.98%
    └─ Raw material cost,2.28,3.25,2.87,2.78,3.92,4.37,10.01,1.88,1.71
    └─ Change in inventory,-0.03,-0.03,0.02,0.01,0.02,-0.01,-0.21,-0.12,0.01
  └─ Manufacturing Cost %,9.57%,6.92%,48.57%,24.82%,20.76%,21.16%,2.26%,2.35%,0.00%
  └─ Employee Cost %,2.87%,21.54%,15.14%,23.33%,20.17%,25.33%,6.61%,11.67%,11.17%
  └─ Other Cost %,4.78%,12.31%,6.43%,19.56%,16.28%,12.90%,33.11%,38.95%,42.40%
Operating Profit,1.21,2.17,3.38,1.75,2.55,4.49,6.36,6.86,5.55
OPM %,28.95%,23.85%,16.10%,12.45%,16.81%,20.61%,22.84%,37.42%,35.44%
Other Income,0.26,0.88,0.40,0.96,1.29,0.75,0.84,1.53,1.07
  └─ Other income normal,0.26,0.88,0.40,0.96,1.29,0.75,0.84,1.53,1.07
Interest,0.28,0.41,0.44,0.45,0.62,1.01,1.30,1.57,1.43
Depreciation,0.08,0.11,0.17,0.27,0.27,0.56,0.82,1.07,1.05
Profit before tax,1.11,2.53,3.17,1.99,2.95,3.67,5.08,5.75,4.14
Tax %,27.93%,33.20%,22.40%,25.63%,20.34%,28.07%,19.69%,29.57%,26.09%
Net Profit,0.80,1.69,2.45,1.49,2.34,2.64,4.08,4.04,3.05
  └─ Profit excl Excep,0.80,1.69,2.45,1.49,2.34,2.64,4.08,4.04,3.05
  └─ Profit for PE,0.80,1.69,2.45,1.49,2.34,2.64,4.08,4.04,3.05
  └─ Profit for EPS,0.80,1.69,2.45,1.49,2.34,2.64,4.08,4.04,3.05
  └─ Profit Growth %,,111.25%,44.97%,-39.18%,57.05%,12.82%,54.55%,-0.98%,-24.50%
EPS in Rs,8.00,1.64,2.29,1.39,2.19,2.48,3.83,3.66,2.76
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
